Run,Velocity,Protocol,Metric,Value
525,2,LW-Sync,Offset,182.058
525,2,LW-Sync,Skew,58.5279
527,2,LW-Sync,Offset,128.028
527,2,LW-Sync,Skew,43.117
529,2,LW-Sync,Offset,118.785
529,2,LW-Sync,Skew,11.2119
528,2,LW-Sync,Offset,146.78
528,2,LW-Sync,Skew,4.44504
530,2,LW-Sync,Offset,142.526
530,2,LW-Sync,Skew,22.2245
532,2,LW-Sync,Offset,151.146
532,2,LW-Sync,Skew,34.266
533,2,LW-Sync,Offset,154.2
533,2,LW-Sync,Skew,13.5611
534,2,LW-Sync,Offset,165.335
534,2,LW-Sync,Skew,66.7573
535,2,LW-Sync,Offset,144.362
535,2,LW-Sync,Skew,29.0194
531,2,LW-Sync,Offset,147.897
531,2,LW-Sync,Skew,5.37256
536,2,LW-Sync,Offset,158.389
536,2,LW-Sync,Skew,44.5537
537,2,LW-Sync,Offset,138.643
537,2,LW-Sync,Skew,9.01026
538,2,LW-Sync,Offset,117.682
538,2,LW-Sync,Skew,14.5298
540,2,LW-Sync,Offset,174.983
540,2,LW-Sync,Skew,36.3925
541,2,LW-Sync,Offset,133.535
541,2,LW-Sync,Skew,1.32645
542,2,LW-Sync,Offset,151.404
542,2,LW-Sync,Skew,70.6888
539,2,LW-Sync,Offset,166.794
539,2,LW-Sync,Skew,4.65319
543,2,LW-Sync,Offset,112.144
543,2,LW-Sync,Skew,30.2855
544,2,LW-Sync,Offset,91.4027
544,2,LW-Sync,Skew,39.2628
545,2,LW-Sync,Offset,178.391
545,2,LW-Sync,Skew,14.1592
547,2,LW-Sync,Offset,128.023
547,2,LW-Sync,Skew,22.3591
548,2,LW-Sync,Offset,128.367
548,2,LW-Sync,Skew,36.046
546,2,LW-Sync,Offset,137.294
546,2,LW-Sync,Skew,69.5237
550,2,LW-Sync,Offset,99.9942
550,2,LW-Sync,Skew,7.2814
549,2,LW-Sync,Offset,75.5322
549,2,LW-Sync,Skew,38.569
551,2,LW-Sync,Offset,117.597
551,2,LW-Sync,Skew,14.2685
552,2,LW-Sync,Offset,171.323
552,2,LW-Sync,Skew,57.2088
553,2,LW-Sync,Offset,175.326
553,2,LW-Sync,Skew,5.85837
554,2,LW-Sync,Offset,157.818
554,2,LW-Sync,Skew,11.2383
555,2,LW-Sync,Offset,111.322
555,2,LW-Sync,Skew,43.0484
557,2,LW-Sync,Offset,130.443
557,2,LW-Sync,Skew,52.4823
556,2,LW-Sync,Offset,148.786
556,2,LW-Sync,Skew,27.0339
558,2,LW-Sync,Offset,150.086
558,2,LW-Sync,Skew,20.9675
559,2,LW-Sync,Offset,121.02
559,2,LW-Sync,Skew,68.4953
560,2,LW-Sync,Offset,161.29
560,2,LW-Sync,Skew,32.5907
562,2,LW-Sync,Offset,142.014
562,2,LW-Sync,Skew,84.3659
563,2,LW-Sync,Offset,95.2257
563,2,LW-Sync,Skew,65.5568
564,2,LW-Sync,Offset,134.821
564,2,LW-Sync,Skew,20.5052
561,2,LW-Sync,Offset,151.812
561,2,LW-Sync,Skew,5.24303
565,2,LW-Sync,Offset,153.499
565,2,LW-Sync,Skew,20.243
566,2,LW-Sync,Offset,113.471
566,2,LW-Sync,Skew,33.9635
568,2,LW-Sync,Offset,162.767
568,2,LW-Sync,Skew,16.1445
567,2,LW-Sync,Offset,124.137
567,2,LW-Sync,Skew,47.8872
569,2,LW-Sync,Offset,161.612
569,2,LW-Sync,Skew,15.3668
570,2,LW-Sync,Offset,177.916
570,2,LW-Sync,Skew,4.56138
571,2,LW-Sync,Offset,163.407
571,2,LW-Sync,Skew,24.0176
572,2,LW-Sync,Offset,155.991
572,2,LW-Sync,Skew,7.31625
576,2,LW-Sync,Offset,141.397
576,2,LW-Sync,Skew,22.8795
574,2,LW-Sync,Offset,157.701
574,2,LW-Sync,Skew,6.48705
575,2,LW-Sync,Offset,161.493
575,2,LW-Sync,Skew,47.1973
573,2,LW-Sync,Offset,132.977
573,2,LW-Sync,Skew,10.4342
577,2,LW-Sync,Offset,154.677
577,2,LW-Sync,Skew,43.9806
579,2,LW-Sync,Offset,181.549
579,2,LW-Sync,Skew,65.6322
580,2,LW-Sync,Offset,126.839
580,2,LW-Sync,Skew,53.5131
581,2,LW-Sync,Offset,151.508
581,2,LW-Sync,Skew,83.9377
578,2,LW-Sync,Offset,146.778
578,2,LW-Sync,Skew,20.4463
582,2,LW-Sync,Offset,163.782
582,2,LW-Sync,Skew,27.0928
583,2,LW-Sync,Offset,157.458
583,2,LW-Sync,Skew,42.2108
584,2,LW-Sync,Offset,193.926
584,2,LW-Sync,Skew,49.3066
586,2,LW-Sync,Offset,202.312
586,2,LW-Sync,Skew,7.9012
585,2,LW-Sync,Offset,123.821
585,2,LW-Sync,Skew,48.7222
587,2,LW-Sync,Offset,160.244
587,2,LW-Sync,Skew,15.5659
589,2,LW-Sync,Offset,152.132
589,2,LW-Sync,Skew,2.64224
588,2,LW-Sync,Offset,194.138
588,2,LW-Sync,Skew,22.9961
591,2,LW-Sync,Offset,136.64
591,2,LW-Sync,Skew,90.4001
592,2,LW-Sync,Offset,167.659
592,2,LW-Sync,Skew,82.73
590,2,LW-Sync,Offset,147.094
590,2,LW-Sync,Skew,17.9401
593,2,LW-Sync,Offset,181.17
593,2,LW-Sync,Skew,14.209
594,2,LW-Sync,Offset,180.056
594,2,LW-Sync,Skew,45.5457
595,2,LW-Sync,Offset,117.357
595,2,LW-Sync,Skew,36.1805
596,2,LW-Sync,Offset,146.666
596,2,LW-Sync,Skew,4.18054
598,2,LW-Sync,Offset,151.92
598,2,LW-Sync,Skew,27.6681
597,2,LW-Sync,Offset,188.11
597,2,LW-Sync,Skew,41.9487
599,2,LW-Sync,Offset,141.416
599,2,LW-Sync,Skew,29.3216
600,2,LW-Sync,Offset,147.677
600,2,LW-Sync,Skew,76.3229
601,2,LW-Sync,Offset,123.781
601,2,LW-Sync,Skew,37.6971
602,2,LW-Sync,Offset,154.774
602,2,LW-Sync,Skew,16.684
603,2,LW-Sync,Offset,152.739
603,2,LW-Sync,Skew,40.6432
604,2,LW-Sync,Offset,120.983
604,2,LW-Sync,Skew,18.1866
605,2,LW-Sync,Offset,142.466
605,2,LW-Sync,Skew,49.6655
607,2,LW-Sync,Offset,133.552
607,2,LW-Sync,Skew,6.68205
606,2,LW-Sync,Offset,156.544
606,2,LW-Sync,Skew,1.19649
609,2,LW-Sync,Offset,125.501
609,2,LW-Sync,Skew,27.8768
608,2,LW-Sync,Offset,203.111
608,2,LW-Sync,Skew,7.78114
611,2,LW-Sync,Offset,137.085
611,2,LW-Sync,Skew,31.0938
610,2,LW-Sync,Offset,131.119
610,2,LW-Sync,Skew,22.3313
613,2,LW-Sync,Offset,137.927
613,2,LW-Sync,Skew,6.69625
612,2,LW-Sync,Offset,155.528
612,2,LW-Sync,Skew,32.0944
615,2,LW-Sync,Offset,131.56
615,2,LW-Sync,Skew,16.715
614,2,LW-Sync,Offset,124.638
614,2,LW-Sync,Skew,49.6647
616,2,LW-Sync,Offset,189.752
616,2,LW-Sync,Skew,24.256
617,2,LW-Sync,Offset,170.844
617,2,LW-Sync,Skew,11.1564
618,2,LW-Sync,Offset,151.305
618,2,LW-Sync,Skew,47.1779
620,2,LW-Sync,Offset,132.999
620,2,LW-Sync,Skew,37.0678
619,2,LW-Sync,Offset,169.171
619,2,LW-Sync,Skew,6.60667
621,2,LW-Sync,Offset,67.1547
621,2,LW-Sync,Skew,16.7815
622,2,LW-Sync,Offset,171.803
622,2,LW-Sync,Skew,50.6513
623,2,LW-Sync,Offset,159.224
623,2,LW-Sync,Skew,52.1413
624,2,LW-Sync,Offset,198.391
624,2,LW-Sync,Skew,100.738
625,2,LW-Sync,Offset,154.996
625,2,LW-Sync,Skew,101.635
627,2,LW-Sync,Offset,192.55
627,2,LW-Sync,Skew,35.9768
626,2,LW-Sync,Offset,143.972
626,2,LW-Sync,Skew,32.6688
628,2,LW-Sync,Offset,136.659
628,2,LW-Sync,Skew,66.6085
629,2,LW-Sync,Offset,166.925
629,2,LW-Sync,Skew,13.6099
630,2,LW-Sync,Offset,150.149
630,2,LW-Sync,Skew,45.8114
632,2,LW-Sync,Offset,165.031
632,2,LW-Sync,Skew,64.0293
631,2,LW-Sync,Offset,153.127
631,2,LW-Sync,Skew,22.502
633,2,LW-Sync,Offset,150.626
633,2,LW-Sync,Skew,102.888
634,2,LW-Sync,Offset,120.555
634,2,LW-Sync,Skew,52.9539
635,2,LW-Sync,Offset,110.892
635,2,LW-Sync,Skew,33.4179
636,2,LW-Sync,Offset,142.712
636,2,LW-Sync,Skew,74.0405
637,2,LW-Sync,Offset,160.155
637,2,LW-Sync,Skew,31.7209
638,2,LW-Sync,Offset,86.281
638,2,LW-Sync,Skew,19.7618
639,2,LW-Sync,Offset,190.827
639,2,LW-Sync,Skew,27.558
641,2,LW-Sync,Offset,79.0047
641,2,LW-Sync,Skew,74.4644
640,2,LW-Sync,Offset,105.026
640,2,LW-Sync,Skew,15.7281
642,2,LW-Sync,Offset,156.421
642,2,LW-Sync,Skew,115.821
644,2,LW-Sync,Offset,132.245
644,2,LW-Sync,Skew,66.9926
643,2,LW-Sync,Offset,153.259
643,2,LW-Sync,Skew,2.56774
646,2,LW-Sync,Offset,163.388
646,2,LW-Sync,Skew,23.2781
645,2,LW-Sync,Offset,170.91
645,2,LW-Sync,Skew,51.5738
647,2,LW-Sync,Offset,180.953
647,2,LW-Sync,Skew,10.2714
648,2,LW-Sync,Offset,130.656
648,2,LW-Sync,Skew,24.7811
650,2,LW-Sync,Offset,175.848
650,2,LW-Sync,Skew,22.4577
651,2,LW-Sync,Offset,138.649
651,2,LW-Sync,Skew,28.4181
649,2,LW-Sync,Offset,133.316
649,2,LW-Sync,Skew,3.72863
652,2,LW-Sync,Offset,185.597
652,2,LW-Sync,Skew,28.6187
653,2,LW-Sync,Offset,130.947
653,2,LW-Sync,Skew,0.496772
654,2,LW-Sync,Offset,206.06
654,2,LW-Sync,Skew,8.56658
655,2,LW-Sync,Offset,164.461
655,2,LW-Sync,Skew,82.7642
656,2,LW-Sync,Offset,164.451
656,2,LW-Sync,Skew,50.5931
657,2,LW-Sync,Offset,139.065
657,2,LW-Sync,Skew,49.0582
658,2,LW-Sync,Offset,153.163
658,2,LW-Sync,Skew,10.3504
659,2,LW-Sync,Offset,127.179
659,2,LW-Sync,Skew,7.27955
660,2,LW-Sync,Offset,112.763
660,2,LW-Sync,Skew,27.6595
662,2,LW-Sync,Offset,133.558
662,2,LW-Sync,Skew,61.7132
661,2,LW-Sync,Offset,151.734
661,2,LW-Sync,Skew,37.75
663,2,LW-Sync,Offset,124.405
663,2,LW-Sync,Skew,45.4607
665,2,LW-Sync,Offset,111.542
665,2,LW-Sync,Skew,2.04224
664,2,LW-Sync,Offset,151.532
664,2,LW-Sync,Skew,57.0179
667,2,LW-Sync,Offset,106.708
667,2,LW-Sync,Skew,14.7101
666,2,LW-Sync,Offset,167.116
666,2,LW-Sync,Skew,3.20676
669,2,LW-Sync,Offset,117.791
669,2,LW-Sync,Skew,56.2752
670,2,LW-Sync,Offset,156.748
670,2,LW-Sync,Skew,84.35
668,2,LW-Sync,Offset,140.979
668,2,LW-Sync,Skew,72.6881
671,2,LW-Sync,Offset,168.406
671,2,LW-Sync,Skew,9.14745
672,2,LW-Sync,Offset,173.005
672,2,LW-Sync,Skew,63.3104
673,2,LW-Sync,Offset,133.245
673,2,LW-Sync,Skew,15.0023
674,2,LW-Sync,Offset,144.033
674,2,LW-Sync,Skew,18.593
676,2,LW-Sync,Offset,142.14
676,2,LW-Sync,Skew,35.9316
675,2,LW-Sync,Offset,133.959
675,2,LW-Sync,Skew,21.4189
677,2,LW-Sync,Offset,118.144
677,2,LW-Sync,Skew,33.8742
678,2,LW-Sync,Offset,132.654
678,2,LW-Sync,Skew,19.6973
679,2,LW-Sync,Offset,150.884
679,2,LW-Sync,Skew,0.80387
680,2,LW-Sync,Offset,116.023
680,2,LW-Sync,Skew,45.7302
682,2,LW-Sync,Offset,123.732
682,2,LW-Sync,Skew,10.2808
681,2,LW-Sync,Offset,158.209
681,2,LW-Sync,Skew,12.252
683,2,LW-Sync,Offset,182.812
683,2,LW-Sync,Skew,61.8703
685,2,LW-Sync,Offset,125.142
685,2,LW-Sync,Skew,6.07391
686,2,LW-Sync,Offset,168.809
686,2,LW-Sync,Skew,78.3728
684,2,LW-Sync,Offset,165.155
684,2,LW-Sync,Skew,0.0651189
687,2,LW-Sync,Offset,148.418
687,2,LW-Sync,Skew,10.6135
688,2,LW-Sync,Offset,115.956
688,2,LW-Sync,Skew,24.3408
689,2,LW-Sync,Offset,125.607
689,2,LW-Sync,Skew,4.71261
690,2,LW-Sync,Offset,157.019
690,2,LW-Sync,Skew,2.09557
691,2,LW-Sync,Offset,84.9772
691,2,LW-Sync,Skew,22.6649
692,2,LW-Sync,Offset,140.68
692,2,LW-Sync,Skew,0.287273
694,2,LW-Sync,Offset,134.266
694,2,LW-Sync,Skew,3.83477
693,2,LW-Sync,Offset,186.749
693,2,LW-Sync,Skew,10.4811
695,2,LW-Sync,Offset,172.711
695,2,LW-Sync,Skew,39.2908
696,2,LW-Sync,Offset,152.429
696,2,LW-Sync,Skew,50.1599
697,2,LW-Sync,Offset,167.973
697,2,LW-Sync,Skew,27.0994
698,2,LW-Sync,Offset,176.294
698,2,LW-Sync,Skew,16.6464
699,2,LW-Sync,Offset,110.485
699,2,LW-Sync,Skew,13.0813
700,2,LW-Sync,Offset,189.637
700,2,LW-Sync,Skew,15.2171
701,2,LW-Sync,Offset,145.936
701,2,LW-Sync,Skew,26.0555
703,2,LW-Sync,Offset,136.742
703,2,LW-Sync,Skew,12.6398
702,2,LW-Sync,Offset,127.489
702,2,LW-Sync,Skew,47.5635
704,2,LW-Sync,Offset,142.817
704,2,LW-Sync,Skew,67.4344
705,2,LW-Sync,Offset,137.046
705,2,LW-Sync,Skew,49.7489
707,2,LW-Sync,Offset,147.387
707,2,LW-Sync,Skew,53.6242
706,2,LW-Sync,Offset,171.489
706,2,LW-Sync,Skew,57.408
708,2,LW-Sync,Offset,153.373
708,2,LW-Sync,Skew,143.233
709,2,LW-Sync,Offset,156.859
709,2,LW-Sync,Skew,32.8122
710,2,LW-Sync,Offset,154.21
710,2,LW-Sync,Skew,2.31702
711,2,LW-Sync,Offset,151.146
711,2,LW-Sync,Skew,17.2632
712,2,LW-Sync,Offset,148.198
712,2,LW-Sync,Skew,31.6903
713,2,LW-Sync,Offset,124.084
713,2,LW-Sync,Skew,7.91564
714,2,LW-Sync,Offset,92.9359
714,2,LW-Sync,Skew,44.7132
715,2,LW-Sync,Offset,95.0874
715,2,LW-Sync,Skew,27.2518
716,2,LW-Sync,Offset,126.309
716,2,LW-Sync,Skew,10.8555
717,2,LW-Sync,Offset,128.341
717,2,LW-Sync,Skew,35.6205
719,2,LW-Sync,Offset,125.868
719,2,LW-Sync,Skew,7.13273
720,2,LW-Sync,Offset,79.8411
720,2,LW-Sync,Skew,47.2336
721,2,LW-Sync,Offset,112.647
721,2,LW-Sync,Skew,17.2482
718,2,LW-Sync,Offset,137.07
718,2,LW-Sync,Skew,33.1141
723,2,LW-Sync,Offset,151.184
723,2,LW-Sync,Skew,125.454
724,2,LW-Sync,Offset,143.483
724,2,LW-Sync,Skew,13.0784
722,2,LW-Sync,Offset,141.979
722,2,LW-Sync,Skew,35.9691
725,2,LW-Sync,Offset,161.626
725,2,LW-Sync,Skew,16.5462
727,2,LW-Sync,Offset,201.886
727,2,LW-Sync,Skew,26.2469
726,2,LW-Sync,Offset,136.843
726,2,LW-Sync,Skew,9.6596
728,2,LW-Sync,Offset,166.019
728,2,LW-Sync,Skew,34.062
730,2,LW-Sync,Offset,143.811
730,2,LW-Sync,Skew,48.3315
733,2,LW-Sync,Offset,77.9245
733,2,LW-Sync,Skew,3.30463
732,2,LW-Sync,Offset,157.081
732,2,LW-Sync,Skew,3.90259
731,2,LW-Sync,Offset,130.698
731,2,LW-Sync,Skew,60.8003
729,2,LW-Sync,Offset,136.551
729,2,LW-Sync,Skew,20.295
734,2,LW-Sync,Offset,144.718
734,2,LW-Sync,Skew,19.7547
735,2,LW-Sync,Offset,126.502
735,2,LW-Sync,Skew,46.3161
737,2,LW-Sync,Offset,138.141
737,2,LW-Sync,Skew,56.7178
739,2,LW-Sync,Offset,125.866
739,2,LW-Sync,Skew,13.9384
736,2,LW-Sync,Offset,172.97
736,2,LW-Sync,Skew,36.6302
740,2,LW-Sync,Offset,129.121
740,2,LW-Sync,Skew,16.3511
738,2,LW-Sync,Offset,93.8462
738,2,LW-Sync,Skew,47.9364
741,2,LW-Sync,Offset,147.419
741,2,LW-Sync,Skew,13.9146
742,2,LW-Sync,Offset,149.316
742,2,LW-Sync,Skew,84.7939
745,2,LW-Sync,Offset,176.189
745,2,LW-Sync,Skew,29.6238
744,2,LW-Sync,Offset,158.465
744,2,LW-Sync,Skew,4.68458
743,2,LW-Sync,Offset,98.6863
743,2,LW-Sync,Skew,48.1164
746,2,LW-Sync,Offset,183.075
746,2,LW-Sync,Skew,23.4597
747,2,LW-Sync,Offset,123.772
747,2,LW-Sync,Skew,31.2633
748,2,LW-Sync,Offset,136.461
748,2,LW-Sync,Skew,4.10845
750,2,LW-Sync,Offset,182.91
750,2,LW-Sync,Skew,2.26742
749,2,LW-Sync,Offset,148.279
749,2,LW-Sync,Skew,29.6387
752,2,LW-Sync,Offset,146.939
752,2,LW-Sync,Skew,56.0351
751,2,LW-Sync,Offset,166.085
751,2,LW-Sync,Skew,50.313
754,2,LW-Sync,Offset,150.559
754,2,LW-Sync,Skew,70.9693
753,2,LW-Sync,Offset,198.208
753,2,LW-Sync,Skew,87.7835
755,2,LW-Sync,Offset,172.903
755,2,LW-Sync,Skew,39.3816
756,2,LW-Sync,Offset,188.938
756,2,LW-Sync,Skew,6.14531
757,2,LW-Sync,Offset,165.844
757,2,LW-Sync,Skew,2.21617
758,2,LW-Sync,Offset,104.36
758,2,LW-Sync,Skew,16.7943
759,2,LW-Sync,Offset,145.852
759,2,LW-Sync,Skew,53.9171
760,2,LW-Sync,Offset,136.579
760,2,LW-Sync,Skew,46.076
762,2,LW-Sync,Offset,133.874
762,2,LW-Sync,Skew,52.9043
761,2,LW-Sync,Offset,147.052
761,2,LW-Sync,Skew,26.1682
763,2,LW-Sync,Offset,106.366
763,2,LW-Sync,Skew,39.6693
764,2,LW-Sync,Offset,146.807
764,2,LW-Sync,Skew,17.575
765,2,LW-Sync,Offset,138.289
765,2,LW-Sync,Skew,52.8266
766,2,LW-Sync,Offset,170.111
766,2,LW-Sync,Skew,8.88757
768,2,LW-Sync,Offset,128.362
768,2,LW-Sync,Skew,69.6742
767,2,LW-Sync,Offset,151.713
767,2,LW-Sync,Skew,21.2369
769,2,LW-Sync,Offset,171.155
769,2,LW-Sync,Skew,69.0827
770,2,LW-Sync,Offset,116.081
770,2,LW-Sync,Skew,78.8324
772,2,LW-Sync,Offset,93.628
772,2,LW-Sync,Skew,44.2489
771,2,LW-Sync,Offset,172.835
771,2,LW-Sync,Skew,4.9167
773,2,LW-Sync,Offset,135.071
773,2,LW-Sync,Skew,58.3166
774,2,LW-Sync,Offset,181.703
774,2,LW-Sync,Skew,1.77497
775,2,LW-Sync,Offset,125.664
775,2,LW-Sync,Skew,50.4649
777,2,LW-Sync,Offset,114.973
777,2,LW-Sync,Skew,88.826
776,2,LW-Sync,Offset,121.952
776,2,LW-Sync,Skew,44.7443
778,2,LW-Sync,Offset,136.44
778,2,LW-Sync,Skew,47.591
779,2,LW-Sync,Offset,166.809
779,2,LW-Sync,Skew,51.8414
780,2,LW-Sync,Offset,165.786
780,2,LW-Sync,Skew,35.5574
781,2,LW-Sync,Offset,152.912
781,2,LW-Sync,Skew,79.3778
783,2,LW-Sync,Offset,141.005
783,2,LW-Sync,Skew,39.7543
782,2,LW-Sync,Offset,142.215
782,2,LW-Sync,Skew,20.4661
784,2,LW-Sync,Offset,125.456
784,2,LW-Sync,Skew,38.7844
786,2,LW-Sync,Offset,157.037
786,2,LW-Sync,Skew,31.8712
787,2,LW-Sync,Offset,114.636
787,2,LW-Sync,Skew,4.53273
785,2,LW-Sync,Offset,143.032
785,2,LW-Sync,Skew,54.5507
790,2,LW-Sync,Offset,150.259
790,2,LW-Sync,Skew,17.1464
789,2,LW-Sync,Offset,102.208
789,2,LW-Sync,Skew,36.2517
788,2,LW-Sync,Offset,158.96
788,2,LW-Sync,Skew,8.39461
792,2,LW-Sync,Offset,182.861
792,2,LW-Sync,Skew,68.1808
791,2,LW-Sync,Offset,138.119
791,2,LW-Sync,Skew,31.7039
793,2,LW-Sync,Offset,123.842
793,2,LW-Sync,Skew,9.94459
794,2,LW-Sync,Offset,197.224
794,2,LW-Sync,Skew,54.6397
795,2,LW-Sync,Offset,146.805
795,2,LW-Sync,Skew,93.1186
796,2,LW-Sync,Offset,165.963
796,2,LW-Sync,Skew,0.510145
797,2,LW-Sync,Offset,147.179
797,2,LW-Sync,Skew,17.5777
798,2,LW-Sync,Offset,130.624
798,2,LW-Sync,Skew,21.8641
800,2,LW-Sync,Offset,119.301
800,2,LW-Sync,Skew,36.404
801,2,LW-Sync,Offset,141.482
801,2,LW-Sync,Skew,11.5755
799,2,LW-Sync,Offset,141.151
799,2,LW-Sync,Skew,49.4931
802,2,LW-Sync,Offset,170.484
802,2,LW-Sync,Skew,47.1219
804,2,LW-Sync,Offset,122.16
804,2,LW-Sync,Skew,22.4416
805,2,LW-Sync,Offset,126.381
805,2,LW-Sync,Skew,32.908
806,2,LW-Sync,Offset,161.375
806,2,LW-Sync,Skew,13.8051
803,2,LW-Sync,Offset,140.218
803,2,LW-Sync,Skew,6.06238
807,2,LW-Sync,Offset,173.552
807,2,LW-Sync,Skew,66.9226
808,2,LW-Sync,Offset,153.094
808,2,LW-Sync,Skew,20.6149
810,2,LW-Sync,Offset,157.726
810,2,LW-Sync,Skew,68.5403
811,2,LW-Sync,Offset,153.558
811,2,LW-Sync,Skew,26.8779
809,2,LW-Sync,Offset,153.539
809,2,LW-Sync,Skew,57.1488
812,2,LW-Sync,Offset,195.171
812,2,LW-Sync,Skew,46.526
813,2,LW-Sync,Offset,143.106
813,2,LW-Sync,Skew,57.8954
814,2,LW-Sync,Offset,145.351
814,2,LW-Sync,Skew,46.6198
815,2,LW-Sync,Offset,97.8949
815,2,LW-Sync,Skew,52.5134
816,2,LW-Sync,Offset,110.078
816,2,LW-Sync,Skew,15.4253
817,2,LW-Sync,Offset,149.542
817,2,LW-Sync,Skew,42.3384
818,2,LW-Sync,Offset,148.138
818,2,LW-Sync,Skew,33.5624
819,2,LW-Sync,Offset,158.208
819,2,LW-Sync,Skew,10.3485
820,2,LW-Sync,Offset,130.733
820,2,LW-Sync,Skew,31.6235
821,2,LW-Sync,Offset,153.24
821,2,LW-Sync,Skew,58.5928
822,2,LW-Sync,Offset,126.338
822,2,LW-Sync,Skew,6.04034
823,2,LW-Sync,Offset,131.119
823,2,LW-Sync,Skew,39.0152
824,2,LW-Sync,Offset,152.508
824,2,LW-Sync,Skew,35.9141
825,2,LW-Sync,Offset,114.073
825,2,LW-Sync,Skew,73.3796
826,2,LW-Sync,Offset,206.038
826,2,LW-Sync,Skew,58.2539
827,2,LW-Sync,Offset,117.934
827,2,LW-Sync,Skew,47.2073
829,2,LW-Sync,Offset,138.899
829,2,LW-Sync,Skew,41.0723
828,2,LW-Sync,Offset,141.058
828,2,LW-Sync,Skew,18.712
830,2,LW-Sync,Offset,117.478
830,2,LW-Sync,Skew,6.45271
831,2,LW-Sync,Offset,137.714
831,2,LW-Sync,Skew,54.0684
832,2,LW-Sync,Offset,218.661
832,2,LW-Sync,Skew,31.8675
833,2,LW-Sync,Offset,136.32
833,2,LW-Sync,Skew,82.0842
835,2,LW-Sync,Offset,163.864
835,2,LW-Sync,Skew,38.3412
836,2,LW-Sync,Offset,162.646
836,2,LW-Sync,Skew,31.2687
834,2,LW-Sync,Offset,153.086
834,2,LW-Sync,Skew,46.7856
837,2,LW-Sync,Offset,123.886
837,2,LW-Sync,Skew,2.77841
838,2,LW-Sync,Offset,123.635
838,2,LW-Sync,Skew,24.8473
839,2,LW-Sync,Offset,148.326
839,2,LW-Sync,Skew,5.36563
840,2,LW-Sync,Offset,140.432
840,2,LW-Sync,Skew,1.13512
841,2,LW-Sync,Offset,177.169
841,2,LW-Sync,Skew,84.2645
842,2,LW-Sync,Offset,139.785
842,2,LW-Sync,Skew,3.27205
843,2,LW-Sync,Offset,152.055
843,2,LW-Sync,Skew,14.9812
845,2,LW-Sync,Offset,164.159
845,2,LW-Sync,Skew,12.2957
844,2,LW-Sync,Offset,172.042
844,2,LW-Sync,Skew,4.01748
846,2,LW-Sync,Offset,144.367
846,2,LW-Sync,Skew,4.70754
847,2,LW-Sync,Offset,118.492
847,2,LW-Sync,Skew,22.4029
848,2,LW-Sync,Offset,168.059
848,2,LW-Sync,Skew,23.0251
849,2,LW-Sync,Offset,121.544
849,2,LW-Sync,Skew,13.992
851,2,LW-Sync,Offset,128.805
851,2,LW-Sync,Skew,50.1495
852,2,LW-Sync,Offset,132.616
852,2,LW-Sync,Skew,32.9408
850,2,LW-Sync,Offset,135.99
850,2,LW-Sync,Skew,17.3475
853,2,LW-Sync,Offset,182.844
853,2,LW-Sync,Skew,5.64133
854,2,LW-Sync,Offset,127.236
854,2,LW-Sync,Skew,27.9922
855,2,LW-Sync,Offset,135.274
855,2,LW-Sync,Skew,9.48929
856,2,LW-Sync,Offset,133.072
856,2,LW-Sync,Skew,4.76205
857,2,LW-Sync,Offset,110.988
857,2,LW-Sync,Skew,3.84532
858,2,LW-Sync,Offset,138.914
858,2,LW-Sync,Skew,2.12902
859,2,LW-Sync,Offset,110.275
859,2,LW-Sync,Skew,25.4356
860,2,LW-Sync,Offset,169.662
860,2,LW-Sync,Skew,50.9395
861,2,LW-Sync,Offset,105.96
861,2,LW-Sync,Skew,9.19886
862,2,LW-Sync,Offset,118.744
862,2,LW-Sync,Skew,30.7234
863,2,LW-Sync,Offset,185.862
863,2,LW-Sync,Skew,76.4901
865,2,LW-Sync,Offset,151.544
865,2,LW-Sync,Skew,44.835
864,2,LW-Sync,Offset,141.442
864,2,LW-Sync,Skew,19.2825
866,2,LW-Sync,Offset,110.267
866,2,LW-Sync,Skew,18.5441
867,2,LW-Sync,Offset,145.557
867,2,LW-Sync,Skew,12.8512
869,2,LW-Sync,Offset,122.12
869,2,LW-Sync,Skew,73.4514
868,2,LW-Sync,Offset,133.657
868,2,LW-Sync,Skew,53.8358
870,2,LW-Sync,Offset,159.417
870,2,LW-Sync,Skew,18.6046
871,2,LW-Sync,Offset,139.412
871,2,LW-Sync,Skew,62.4018
872,2,LW-Sync,Offset,152.231
872,2,LW-Sync,Skew,20.8601
873,2,LW-Sync,Offset,75.2668
873,2,LW-Sync,Skew,1.71292
874,2,LW-Sync,Offset,153.736
874,2,LW-Sync,Skew,54.0488
876,2,LW-Sync,Offset,119.24
876,2,LW-Sync,Skew,31.5275
875,2,LW-Sync,Offset,114.665
875,2,LW-Sync,Skew,7.05548
877,2,LW-Sync,Offset,140.26
877,2,LW-Sync,Skew,51.1667
878,2,LW-Sync,Offset,170.115
878,2,LW-Sync,Skew,51.53
879,2,LW-Sync,Offset,91.9882
879,2,LW-Sync,Skew,48.9579
880,2,LW-Sync,Offset,151.766
880,2,LW-Sync,Skew,59.1898
881,2,LW-Sync,Offset,152.269
881,2,LW-Sync,Skew,16.7273
882,2,LW-Sync,Offset,154.989
882,2,LW-Sync,Skew,6.82658
883,2,LW-Sync,Offset,172.363
883,2,LW-Sync,Skew,25.6646
884,2,LW-Sync,Offset,191.109
