Run,Velocity,Protocol,Metric,Value
727,5,LW-Sync,Offset,204.707
727,5,LW-Sync,Skew,26.2001
728,5,LW-Sync,Offset,168.715
728,5,LW-Sync,Skew,33.9886
729,5,LW-Sync,Offset,139.216
729,5,LW-Sync,Skew,20.249
730,5,LW-Sync,Offset,146.3
730,5,LW-Sync,Skew,48.2406
731,5,LW-Sync,Offset,133.209
731,5,LW-Sync,Skew,60.6846
732,5,LW-Sync,Offset,159.64
732,5,LW-Sync,Skew,3.90032
733,5,LW-Sync,Offset,80.3878
733,5,LW-Sync,Skew,3.30355
734,5,LW-Sync,Offset,147.349
734,5,LW-Sync,Skew,19.7208
735,5,LW-Sync,Offset,129.132
735,5,LW-Sync,Skew,46.2293
736,5,LW-Sync,Offset,175.574
736,5,LW-Sync,Skew,36.5627
738,5,LW-Sync,Offset,96.2131
738,5,LW-Sync,Skew,47.8463
737,5,LW-Sync,Offset,140.757
737,5,LW-Sync,Skew,56.5992
739,5,LW-Sync,Offset,128.523
739,5,LW-Sync,Skew,13.9051
741,5,LW-Sync,Offset,149.949
741,5,LW-Sync,Skew,13.8924
740,5,LW-Sync,Offset,131.698
740,5,LW-Sync,Skew,16.324
742,5,LW-Sync,Offset,151.943
742,5,LW-Sync,Skew,84.6194
743,5,LW-Sync,Offset,101.177
743,5,LW-Sync,Skew,48.026
744,5,LW-Sync,Offset,161.161
744,5,LW-Sync,Skew,4.66974
745,5,LW-Sync,Offset,178.898
745,5,LW-Sync,Skew,29.5702
746,5,LW-Sync,Offset,185.779
746,5,LW-Sync,Skew,23.4185
748,5,LW-Sync,Offset,139.198
748,5,LW-Sync,Skew,4.09475
747,5,LW-Sync,Offset,126.234
747,5,LW-Sync,Skew,31.2065
749,5,LW-Sync,Offset,150.891
749,5,LW-Sync,Skew,29.5851
750,5,LW-Sync,Offset,185.583
750,5,LW-Sync,Skew,2.25739
751,5,LW-Sync,Offset,168.795
751,5,LW-Sync,Skew,50.2072
753,5,LW-Sync,Offset,200.942
753,5,LW-Sync,Skew,87.603
752,5,LW-Sync,Offset,149.583
752,5,LW-Sync,Skew,55.9179
755,5,LW-Sync,Offset,175.585
755,5,LW-Sync,Skew,39.2976
754,5,LW-Sync,Offset,153.232
754,5,LW-Sync,Skew,70.8334
756,5,LW-Sync,Offset,191.746
756,5,LW-Sync,Skew,6.12756
758,5,LW-Sync,Offset,106.798
758,5,LW-Sync,Skew,16.7664
757,5,LW-Sync,Offset,168.579
757,5,LW-Sync,Skew,2.20625
760,5,LW-Sync,Offset,139.147
760,5,LW-Sync,Skew,45.9897
759,5,LW-Sync,Offset,148.668
759,5,LW-Sync,Skew,53.8041
762,5,LW-Sync,Offset,136.409
762,5,LW-Sync,Skew,52.8043
761,5,LW-Sync,Offset,149.746
761,5,LW-Sync,Skew,26.1215
763,5,LW-Sync,Offset,108.806
763,5,LW-Sync,Skew,39.5847
764,5,LW-Sync,Offset,149.311
764,5,LW-Sync,Skew,17.5454
765,5,LW-Sync,Offset,141.137
765,5,LW-Sync,Skew,52.7268
767,5,LW-Sync,Offset,154.345
767,5,LW-Sync,Skew,21.2
766,5,LW-Sync,Offset,172.983
766,5,LW-Sync,Skew,8.87537
769,5,LW-Sync,Offset,173.775
769,5,LW-Sync,Skew,68.9395
768,5,LW-Sync,Offset,130.94
768,5,LW-Sync,Skew,69.5298
770,5,LW-Sync,Offset,118.589
770,5,LW-Sync,Skew,78.6698
771,5,LW-Sync,Offset,175.522
771,5,LW-Sync,Skew,4.90139
772,5,LW-Sync,Offset,96.0433
772,5,LW-Sync,Skew,44.1552
775,5,LW-Sync,Offset,128.07
775,5,LW-Sync,Skew,50.3698
774,5,LW-Sync,Offset,184.426
774,5,LW-Sync,Skew,1.76593
773,5,LW-Sync,Offset,137.562
773,5,LW-Sync,Skew,58.1949
776,5,LW-Sync,Offset,124.575
776,5,LW-Sync,Skew,44.6496
777,5,LW-Sync,Offset,117.402
777,5,LW-Sync,Skew,88.6434
778,5,LW-Sync,Offset,138.929
778,5,LW-Sync,Skew,47.5017
780,5,LW-Sync,Offset,168.296
780,5,LW-Sync,Skew,35.481
781,5,LW-Sync,Offset,155.56
781,5,LW-Sync,Skew,79.225
779,5,LW-Sync,Offset,169.51
779,5,LW-Sync,Skew,51.7436
783,5,LW-Sync,Offset,143.548
783,5,LW-Sync,Skew,39.6696
782,5,LW-Sync,Offset,144.786
782,5,LW-Sync,Skew,20.4198
785,5,LW-Sync,Offset,145.641
785,5,LW-Sync,Skew,54.4364
787,5,LW-Sync,Offset,117.14
787,5,LW-Sync,Skew,4.5292
786,5,LW-Sync,Offset,159.758
786,5,LW-Sync,Skew,31.8131
784,5,LW-Sync,Offset,127.918
784,5,LW-Sync,Skew,38.7126
788,5,LW-Sync,Offset,161.56
788,5,LW-Sync,Skew,8.37237
789,5,LW-Sync,Offset,104.814
789,5,LW-Sync,Skew,36.1849
790,5,LW-Sync,Offset,153.001
790,5,LW-Sync,Skew,17.1177
791,5,LW-Sync,Offset,140.597
791,5,LW-Sync,Skew,31.6462
792,5,LW-Sync,Offset,185.627
792,5,LW-Sync,Skew,68.0504
794,5,LW-Sync,Offset,200.179
794,5,LW-Sync,Skew,54.5363
795,5,LW-Sync,Offset,149.342
795,5,LW-Sync,Skew,92.9274
793,5,LW-Sync,Offset,126.377
793,5,LW-Sync,Skew,9.93027
796,5,LW-Sync,Offset,168.758
796,5,LW-Sync,Skew,0.503621
798,5,LW-Sync,Offset,133.183
798,5,LW-Sync,Skew,21.826
797,5,LW-Sync,Offset,149.796
797,5,LW-Sync,Skew,17.5372
799,5,LW-Sync,Offset,143.739
799,5,LW-Sync,Skew,49.4
800,5,LW-Sync,Offset,121.817
800,5,LW-Sync,Skew,36.3369
801,5,LW-Sync,Offset,144.025
801,5,LW-Sync,Skew,11.5469
802,5,LW-Sync,Offset,173.183
802,5,LW-Sync,Skew,47.0334
803,5,LW-Sync,Offset,142.998
803,5,LW-Sync,Skew,6.0558
804,5,LW-Sync,Offset,124.716
804,5,LW-Sync,Skew,22.4024
805,5,LW-Sync,Offset,128.873
805,5,LW-Sync,Skew,32.8369
806,5,LW-Sync,Offset,164.052
806,5,LW-Sync,Skew,13.7721
807,5,LW-Sync,Offset,176.191
807,5,LW-Sync,Skew,66.7837
808,5,LW-Sync,Offset,155.79
808,5,LW-Sync,Skew,20.5683
810,5,LW-Sync,Offset,160.33
810,5,LW-Sync,Skew,68.4092
811,5,LW-Sync,Offset,156.123
811,5,LW-Sync,Skew,26.8189
809,5,LW-Sync,Offset,155.952
809,5,LW-Sync,Skew,57.0294
812,5,LW-Sync,Offset,197.844
812,5,LW-Sync,Skew,46.4387
813,5,LW-Sync,Offset,145.665
813,5,LW-Sync,Skew,57.7745
815,5,LW-Sync,Offset,100.219
815,5,LW-Sync,Skew,52.4142
814,5,LW-Sync,Offset,147.858
814,5,LW-Sync,Skew,46.5214
816,5,LW-Sync,Offset,112.436
816,5,LW-Sync,Skew,15.4
817,5,LW-Sync,Offset,152.093
817,5,LW-Sync,Skew,42.2485
818,5,LW-Sync,Offset,150.778
818,5,LW-Sync,Skew,33.501
819,5,LW-Sync,Offset,160.831
819,5,LW-Sync,Skew,10.3224
820,5,LW-Sync,Offset,133.251
820,5,LW-Sync,Skew,31.566
821,5,LW-Sync,Offset,155.813
821,5,LW-Sync,Skew,58.4815
822,5,LW-Sync,Offset,128.945
822,5,LW-Sync,Skew,6.03381
823,5,LW-Sync,Offset,133.822
823,5,LW-Sync,Skew,38.9429
825,5,LW-Sync,Offset,116.523
825,5,LW-Sync,Skew,73.2278
824,5,LW-Sync,Offset,155.156
824,5,LW-Sync,Skew,35.8371
826,5,LW-Sync,Offset,209.041
826,5,LW-Sync,Skew,58.1322
827,5,LW-Sync,Offset,120.446
827,5,LW-Sync,Skew,47.1187
828,5,LW-Sync,Offset,143.735
828,5,LW-Sync,Skew,18.6692
829,5,LW-Sync,Offset,141.429
829,5,LW-Sync,Skew,40.9849
831,5,LW-Sync,Offset,140.481
831,5,LW-Sync,Skew,53.9551
833,5,LW-Sync,Offset,138.852
833,5,LW-Sync,Skew,81.9151
830,5,LW-Sync,Offset,120.031
830,5,LW-Sync,Skew,6.43434
832,5,LW-Sync,Offset,221.474
832,5,LW-Sync,Skew,31.8095
835,5,LW-Sync,Offset,166.623
835,5,LW-Sync,Skew,38.2592
834,5,LW-Sync,Offset,155.535
834,5,LW-Sync,Skew,46.6978
836,5,LW-Sync,Offset,165.265
836,5,LW-Sync,Skew,31.2119
838,5,LW-Sync,Offset,126.074
838,5,LW-Sync,Skew,24.7922
837,5,LW-Sync,Offset,126.599
837,5,LW-Sync,Skew,2.77838
839,5,LW-Sync,Offset,150.912
839,5,LW-Sync,Skew,5.36043
840,5,LW-Sync,Offset,142.979
840,5,LW-Sync,Skew,1.13837
842,5,LW-Sync,Offset,142.549
842,5,LW-Sync,Skew,3.26002
843,5,LW-Sync,Offset,154.61
843,5,LW-Sync,Skew,14.9458
841,5,LW-Sync,Offset,179.901
841,5,LW-Sync,Skew,84.091
845,5,LW-Sync,Offset,166.778
845,5,LW-Sync,Skew,12.2657
844,5,LW-Sync,Offset,174.586
844,5,LW-Sync,Skew,4.01497
846,5,LW-Sync,Offset,147.063
846,5,LW-Sync,Skew,4.69265
847,5,LW-Sync,Offset,121.034
847,5,LW-Sync,Skew,22.3638
848,5,LW-Sync,Offset,170.663
848,5,LW-Sync,Skew,22.9737
849,5,LW-Sync,Offset,123.983
849,5,LW-Sync,Skew,13.9586
850,5,LW-Sync,Offset,138.669
850,5,LW-Sync,Skew,17.3184
851,5,LW-Sync,Offset,131.375
851,5,LW-Sync,Skew,50.0551
852,5,LW-Sync,Offset,135.314
852,5,LW-Sync,Skew,32.8806
853,5,LW-Sync,Offset,185.602
853,5,LW-Sync,Skew,5.62458
854,5,LW-Sync,Offset,129.805
854,5,LW-Sync,Skew,27.9309
855,5,LW-Sync,Offset,137.8
855,5,LW-Sync,Skew,9.46487
856,5,LW-Sync,Offset,135.565
856,5,LW-Sync,Skew,4.75806
858,5,LW-Sync,Offset,141.599
858,5,LW-Sync,Skew,2.13028
857,5,LW-Sync,Offset,113.441
857,5,LW-Sync,Skew,3.84316
859,5,LW-Sync,Offset,112.698
859,5,LW-Sync,Skew,25.3794
860,5,LW-Sync,Offset,172.189
860,5,LW-Sync,Skew,50.8324
862,5,LW-Sync,Offset,121.25
862,5,LW-Sync,Skew,30.6566
861,5,LW-Sync,Offset,108.399
861,5,LW-Sync,Skew,9.17502
863,5,LW-Sync,Offset,188.695
863,5,LW-Sync,Skew,76.3431
864,5,LW-Sync,Offset,144.102
864,5,LW-Sync,Skew,19.2496
866,5,LW-Sync,Offset,112.813
866,5,LW-Sync,Skew,18.5127
865,5,LW-Sync,Offset,154.101
865,5,LW-Sync,Skew,44.7511
868,5,LW-Sync,Offset,136.255
868,5,LW-Sync,Skew,53.723
867,5,LW-Sync,Offset,148.161
867,5,LW-Sync,Skew,12.8311
869,5,LW-Sync,Offset,124.625
869,5,LW-Sync,Skew,73.2995
870,5,LW-Sync,Offset,162.029
870,5,LW-Sync,Skew,18.573
871,5,LW-Sync,Offset,142.098
871,5,LW-Sync,Skew,62.2829
872,5,LW-Sync,Offset,154.882
872,5,LW-Sync,Skew,20.813
874,5,LW-Sync,Offset,156.422
874,5,LW-Sync,Skew,53.9355
873,5,LW-Sync,Offset,77.816
873,5,LW-Sync,Skew,1.71501
875,5,LW-Sync,Offset,117.205
875,5,LW-Sync,Skew,7.04692
876,5,LW-Sync,Offset,121.803
876,5,LW-Sync,Skew,31.4592
877,5,LW-Sync,Offset,142.862
877,5,LW-Sync,Skew,51.0592
878,5,LW-Sync,Offset,172.772
878,5,LW-Sync,Skew,51.4218
880,5,LW-Sync,Offset,154.501
880,5,LW-Sync,Skew,59.0663
879,5,LW-Sync,Offset,94.3136
879,5,LW-Sync,Skew,48.8658
882,5,LW-Sync,Offset,157.66
882,5,LW-Sync,Skew,6.80747
881,5,LW-Sync,Offset,155.003
881,5,LW-Sync,Skew,16.6995
883,5,LW-Sync,Offset,174.935
883,5,LW-Sync,Skew,25.6079
884,5,LW-Sync,Offset,193.889
884,5,LW-Sync,Skew,40.2286
885,5,LW-Sync,Offset,145.831
885,5,LW-Sync,Skew,35.7839
886,5,LW-Sync,Offset,122.439
886,5,LW-Sync,Skew,6.94801
887,5,LW-Sync,Offset,88.9136
887,5,LW-Sync,Skew,38.6554
888,5,LW-Sync,Offset,165.413
888,5,LW-Sync,Skew,41.32
890,5,LW-Sync,Offset,167.157
890,5,LW-Sync,Skew,1.5303
891,5,LW-Sync,Offset,168.22
891,5,LW-Sync,Skew,9.53344
892,5,LW-Sync,Offset,155.623
892,5,LW-Sync,Skew,16.5843
889,5,LW-Sync,Offset,141.861
889,5,LW-Sync,Skew,91.8092
893,5,LW-Sync,Offset,109.404
893,5,LW-Sync,Skew,39.1671
894,5,LW-Sync,Offset,177.243
894,5,LW-Sync,Skew,27.2269
895,5,LW-Sync,Offset,136.347
895,5,LW-Sync,Skew,45.9045
896,5,LW-Sync,Offset,209.418
896,5,LW-Sync,Skew,61.7447
897,5,LW-Sync,Offset,153.764
897,5,LW-Sync,Skew,29.3327
898,5,LW-Sync,Offset,161.804
898,5,LW-Sync,Skew,34.8287
900,5,LW-Sync,Offset,147.589
900,5,LW-Sync,Skew,1.20148
899,5,LW-Sync,Offset,88.2707
899,5,LW-Sync,Skew,7.13101
901,5,LW-Sync,Offset,132.749
901,5,LW-Sync,Skew,6.48311
902,5,LW-Sync,Offset,116.845
902,5,LW-Sync,Skew,4.63722
903,5,LW-Sync,Offset,169.253
903,5,LW-Sync,Skew,22.4011
904,5,LW-Sync,Offset,120.319
904,5,LW-Sync,Skew,124.042
905,5,LW-Sync,Offset,150.773
905,5,LW-Sync,Skew,11.1045
906,5,LW-Sync,Offset,146.009
906,5,LW-Sync,Skew,46.5874
907,5,LW-Sync,Offset,163.049
907,5,LW-Sync,Skew,50.8771
909,5,LW-Sync,Offset,112.109
909,5,LW-Sync,Skew,35.5055
908,5,LW-Sync,Offset,108.795
908,5,LW-Sync,Skew,94.3795
910,5,LW-Sync,Offset,150.349
910,5,LW-Sync,Skew,44.649
912,5,LW-Sync,Offset,105.724
912,5,LW-Sync,Skew,14.468
911,5,LW-Sync,Offset,159.636
911,5,LW-Sync,Skew,12.4234
914,5,LW-Sync,Offset,185.058
914,5,LW-Sync,Skew,8.01765
913,5,LW-Sync,Offset,98.2697
913,5,LW-Sync,Skew,6.41209
915,5,LW-Sync,Offset,138.859
915,5,LW-Sync,Skew,47.823
916,5,LW-Sync,Offset,182.346
916,5,LW-Sync,Skew,3.62027
917,5,LW-Sync,Offset,147.414
917,5,LW-Sync,Skew,28.1103
918,5,LW-Sync,Offset,109.71
918,5,LW-Sync,Skew,59.3378
919,5,LW-Sync,Offset,194.234
919,5,LW-Sync,Skew,87.8311
920,5,LW-Sync,Offset,163.53
920,5,LW-Sync,Skew,6.42888
921,5,LW-Sync,Offset,166.094
921,5,LW-Sync,Skew,4.69336
922,5,LW-Sync,Offset,140.632
922,5,LW-Sync,Skew,32.3853
924,5,LW-Sync,Offset,139.667
924,5,LW-Sync,Skew,49.6377
923,5,LW-Sync,Offset,153.661
923,5,LW-Sync,Skew,87.9292
926,5,LW-Sync,Offset,155.075
926,5,LW-Sync,Skew,14.8575
925,5,LW-Sync,Offset,180.967
925,5,LW-Sync,Skew,30.9613
927,5,LW-Sync,Offset,126.722
927,5,LW-Sync,Skew,59.3426
928,5,LW-Sync,Offset,196.622
928,5,LW-Sync,Skew,43.6942
929,5,LW-Sync,Offset,109.272
929,5,LW-Sync,Skew,0.509902
930,5,LW-Sync,Offset,91.6538
930,5,LW-Sync,Skew,12.1277
931,5,LW-Sync,Offset,139.441
931,5,LW-Sync,Skew,3.92938
932,5,LW-Sync,Offset,117.365
932,5,LW-Sync,Skew,29.9211
933,5,LW-Sync,Offset,133.352
933,5,LW-Sync,Skew,27.9713
934,5,LW-Sync,Offset,165.156
934,5,LW-Sync,Skew,30.6682
935,5,LW-Sync,Offset,87.9592
935,5,LW-Sync,Skew,70.3617
936,5,LW-Sync,Offset,179.4
936,5,LW-Sync,Skew,37.8184
937,5,LW-Sync,Offset,129.962
937,5,LW-Sync,Skew,89.274
938,5,LW-Sync,Offset,137.509
938,5,LW-Sync,Skew,12.3257
939,5,LW-Sync,Offset,107.102
939,5,LW-Sync,Skew,48.2756
940,5,LW-Sync,Offset,126.292
940,5,LW-Sync,Skew,56.8892
941,5,LW-Sync,Offset,134.482
941,5,LW-Sync,Skew,6.4522
942,5,LW-Sync,Offset,155.452
942,5,LW-Sync,Skew,51.2663
944,5,LW-Sync,Offset,186.065
944,5,LW-Sync,Skew,27.8577
943,5,LW-Sync,Offset,133.706
943,5,LW-Sync,Skew,33.5281
946,5,LW-Sync,Offset,123.931
946,5,LW-Sync,Skew,84.0932
947,5,LW-Sync,Offset,130.822
947,5,LW-Sync,Skew,5.77834
945,5,LW-Sync,Offset,188.003
945,5,LW-Sync,Skew,22.0553
949,5,LW-Sync,Offset,152.619
949,5,LW-Sync,Skew,124.84
948,5,LW-Sync,Offset,92.3537
948,5,LW-Sync,Skew,25.6419
950,5,LW-Sync,Offset,142.998
950,5,LW-Sync,Skew,36.5154
951,5,LW-Sync,Offset,130.122
951,5,LW-Sync,Skew,20.8923
953,5,LW-Sync,Offset,130.036
953,5,LW-Sync,Skew,18.9555
952,5,LW-Sync,Offset,147.329
952,5,LW-Sync,Skew,71.7487
954,5,LW-Sync,Offset,173.181
954,5,LW-Sync,Skew,2.86135
955,5,LW-Sync,Offset,151.133
955,5,LW-Sync,Skew,5.82809
957,5,LW-Sync,Offset,152.222
957,5,LW-Sync,Skew,21.1856
956,5,LW-Sync,Offset,171.334
956,5,LW-Sync,Skew,37.0096
958,5,LW-Sync,Offset,144.06
958,5,LW-Sync,Skew,2.92301
959,5,LW-Sync,Offset,112.446
959,5,LW-Sync,Skew,9.58443
961,5,LW-Sync,Offset,144.326
961,5,LW-Sync,Skew,15.8203
960,5,LW-Sync,Offset,95.5531
960,5,LW-Sync,Skew,27.904
962,5,LW-Sync,Offset,182.88
962,5,LW-Sync,Skew,4.16799
963,5,LW-Sync,Offset,99.5586
963,5,LW-Sync,Skew,59.7143
965,5,LW-Sync,Offset,166.498
965,5,LW-Sync,Skew,73.4995
964,5,LW-Sync,Offset,142.158
964,5,LW-Sync,Skew,39.2012
966,5,LW-Sync,Offset,160.288
966,5,LW-Sync,Skew,76.1287
967,5,LW-Sync,Offset,200.289
967,5,LW-Sync,Skew,2.70834
968,5,LW-Sync,Offset,153.806
968,5,LW-Sync,Skew,10.0565
969,5,LW-Sync,Offset,154.809
969,5,LW-Sync,Skew,0.981789
970,5,LW-Sync,Offset,163.357
970,5,LW-Sync,Skew,56.72
971,5,LW-Sync,Offset,156.217
971,5,LW-Sync,Skew,15.9039
972,5,LW-Sync,Offset,114.156
972,5,LW-Sync,Skew,3.55108
973,5,LW-Sync,Offset,178.733
973,5,LW-Sync,Skew,53.8417
974,5,LW-Sync,Offset,142.724
974,5,LW-Sync,Skew,70.5546
975,5,LW-Sync,Offset,136.753
975,5,LW-Sync,Skew,6.24782
976,5,LW-Sync,Offset,176.414
976,5,LW-Sync,Skew,21.2771
977,5,LW-Sync,Offset,119.453
977,5,LW-Sync,Skew,13.9965
978,5,LW-Sync,Offset,164.774
978,5,LW-Sync,Skew,77.486
979,5,LW-Sync,Offset,140.989
979,5,LW-Sync,Skew,38.3151
981,5,LW-Sync,Offset,171.489
981,5,LW-Sync,Skew,27.9651
980,5,LW-Sync,Offset,164.575
980,5,LW-Sync,Skew,71.2937
982,5,LW-Sync,Offset,125.509
982,5,LW-Sync,Skew,50.5747
985,5,LW-Sync,Offset,180.579
985,5,LW-Sync,Skew,25.0764
983,5,LW-Sync,Offset,125.852
983,5,LW-Sync,Skew,5.13408
984,5,LW-Sync,Offset,99.45
984,5,LW-Sync,Skew,15.3805
987,5,LW-Sync,Offset,148.946
987,5,LW-Sync,Skew,24.2048
986,5,LW-Sync,Offset,154.72
986,5,LW-Sync,Skew,7.94828
988,5,LW-Sync,Offset,166.344
988,5,LW-Sync,Skew,21.0874
989,5,LW-Sync,Offset,122.954
989,5,LW-Sync,Skew,32.0721
990,5,LW-Sync,Offset,120.577
990,5,LW-Sync,Skew,10.0443
991,5,LW-Sync,Offset,160.321
991,5,LW-Sync,Skew,34.6516
992,5,LW-Sync,Offset,91.1697
992,5,LW-Sync,Skew,27.7754
993,5,LW-Sync,Offset,155.33
993,5,LW-Sync,Skew,37.6113
994,5,LW-Sync,Offset,133.719
994,5,LW-Sync,Skew,81.8193
995,5,LW-Sync,Offset,170.695
995,5,LW-Sync,Skew,24.3059
997,5,LW-Sync,Offset,122.847
997,5,LW-Sync,Skew,8.39084
996,5,LW-Sync,Offset,133.645
996,5,LW-Sync,Skew,15.7554
998,5,LW-Sync,Offset,119.398
998,5,LW-Sync,Skew,44.76
999,5,LW-Sync,Offset,128.004
999,5,LW-Sync,Skew,6.15729
1000,5,LW-Sync,Offset,136.062
1000,5,LW-Sync,Skew,51.1654
1,0.5,UWGS,Offset,104.442
1,0.5,UWGS,Skew,0.0215607
2,0.5,UWGS,Offset,151.108
2,0.5,UWGS,Skew,0.989427
3,0.5,UWGS,Offset,128.437
3,0.5,UWGS,Skew,1.01211
5,0.5,UWGS,Offset,124.38
5,0.5,UWGS,Skew,0.0530836
4,0.5,UWGS,Offset,154.494
4,0.5,UWGS,Skew,1.20344
6,0.5,UWGS,Offset,1137.21
6,0.5,UWGS,Skew,39.5587
7,0.5,UWGS,Offset,139.835
7,0.5,UWGS,Skew,1.60291
9,0.5,UWGS,Offset,1549.25
9,0.5,UWGS,Skew,67.6615
8,0.5,UWGS,Offset,95.6831
8,0.5,UWGS,Skew,0.296945
11,0.5,UWGS,Offset,4.06669
11,0.5,UWGS,Skew,4.45106
10,0.5,UWGS,Offset,154.173
10,0.5,UWGS,Skew,1.39663
13,0.5,UWGS,Offset,109.51
13,0.5,UWGS,Skew,0.192313
12,0.5,UWGS,Offset,58.8239
12,0.5,UWGS,Skew,1.86206
14,0.5,UWGS,Offset,122.066
14,0.5,UWGS,Skew,0.132734
15,0.5,UWGS,Offset,149.584
15,0.5,UWGS,Skew,0.924922
16,0.5,UWGS,Offset,110.324
16,0.5,UWGS,Skew,0.885557
18,0.5,UWGS,Offset,128.295
18,0.5,UWGS,Skew,0.179425
17,0.5,UWGS,Offset,108.652
17,0.5,UWGS,Skew,0.483692
19,0.5,UWGS,Offset,152.305
19,0.5,UWGS,Skew,1.32996
20,0.5,UWGS,Offset,118.963
20,0.5,UWGS,Skew,0.0164015
21,0.5,UWGS,Offset,144.216
21,0.5,UWGS,Skew,1.53603
22,0.5,UWGS,Offset,130.342
22,0.5,UWGS,Skew,0.200954
23,0.5,UWGS,Offset,92.2282
23,0.5,UWGS,Skew,0.864405
24,0.5,UWGS,Offset,164.211
24,0.5,UWGS,Skew,2.86436
25,0.5,UWGS,Offset,121.262
25,0.5,UWGS,Skew,0.137615
26,0.5,UWGS,Offset,144.597
26,0.5,UWGS,Skew,0.611241
27,0.5,UWGS,Offset,98.3067
27,0.5,UWGS,Skew,0.532302
28,0.5,UWGS,Offset,126.17
28,0.5,UWGS,Skew,0.474079
30,0.5,UWGS,Offset,136.094
30,0.5,UWGS,Skew,0.46485
29,0.5,UWGS,Offset,125.198
29,0.5,UWGS,Skew,0.563893
31,0.5,UWGS,Offset,137.77
31,0.5,UWGS,Skew,1.12226
32,0.5,UWGS,Offset,130.293
32,0.5,UWGS,Skew,0.413033
33,0.5,UWGS,Offset,63.7008
33,0.5,UWGS,Skew,1.85277
34,0.5,UWGS,Offset,108.252
34,0.5,UWGS,Skew,0.684135
36,0.5,UWGS,Offset,48.5699
36,0.5,UWGS,Skew,5.76001
35,0.5,UWGS,Offset,80.8142
35,0.5,UWGS,Skew,1.22503
38,0.5,UWGS,Offset,77.1779
38,0.5,UWGS,Skew,1.56113
37,0.5,UWGS,Offset,193.512
37,0.5,UWGS,Skew,11.248
39,0.5,UWGS,Offset,106.28
39,0.5,UWGS,Skew,0.919389
40,0.5,UWGS,Offset,135.132
40,0.5,UWGS,Skew,1.25537
41,0.5,UWGS,Offset,137.547
41,0.5,UWGS,Skew,1.56331
42,0.5,UWGS,Offset,129.86
42,0.5,UWGS,Skew,0.891637
43,0.5,UWGS,Offset,114.958
43,0.5,UWGS,Skew,0.472024
45,0.5,UWGS,Offset,112.813
45,0.5,UWGS,Skew,0.0686121
44,0.5,UWGS,Offset,82.1543
44,0.5,UWGS,Skew,1.9034
46,0.5,UWGS,Offset,126.19
46,0.5,UWGS,Skew,0.738657
47,0.5,UWGS,Offset,443.958
47,0.5,UWGS,Skew,14.4752
48,0.5,UWGS,Offset,75.0971
48,0.5,UWGS,Skew,2.09147
49,0.5,UWGS,Offset,114.432
49,0.5,UWGS,Skew,0.397071
50,0.5,UWGS,Offset,117.902
50,0.5,UWGS,Skew,0.622366
51,0.5,UWGS,Offset,131.551
51,0.5,UWGS,Skew,0.537852
52,0.5,UWGS,Offset,98.7368
52,0.5,UWGS,Skew,0.382926
53,0.5,UWGS,Offset,81.9714
53,0.5,UWGS,Skew,2.20141
55,0.5,UWGS,Offset,151.012
55,0.5,UWGS,Skew,1.47526
54,0.5,UWGS,Offset,124.873
54,0.5,UWGS,Skew,0.160425
56,0.5,UWGS,Offset,103.906
56,0.5,UWGS,Skew,1.02523
57,0.5,UWGS,Offset,108.27
57,0.5,UWGS,Skew,0.831628
59,0.5,UWGS,Offset,122.179
59,0.5,UWGS,Skew,0.302586
60,0.5,UWGS,Offset,129.936
60,0.5,UWGS,Skew,0.590251
58,0.5,UWGS,Offset,150.919
58,0.5,UWGS,Skew,1.80718
61,0.5,UWGS,Offset,147.513
61,0.5,UWGS,Skew,1.30126
62,0.5,UWGS,Offset,74.216
62,0.5,UWGS,Skew,1.56905
63,0.5,UWGS,Offset,142.116
63,0.5,UWGS,Skew,0.892245
64,0.5,UWGS,Offset,154.255
64,0.5,UWGS,Skew,1.02594
65,0.5,UWGS,Offset,30.6739
65,0.5,UWGS,Skew,4.71979
68,0.5,UWGS,Offset,90.8933
68,0.5,UWGS,Skew,0.0295148
66,0.5,UWGS,Offset,119.891
66,0.5,UWGS,Skew,0.564131
67,0.5,UWGS,Offset,130.058
67,0.5,UWGS,Skew,0.864085
69,0.5,UWGS,Offset,82.579
69,0.5,UWGS,Skew,2.50824
72,0.5,UWGS,Offset,152.256
72,0.5,UWGS,Skew,1.57316
71,0.5,UWGS,Offset,129.638
71,0.5,UWGS,Skew,0.306535
70,0.5,UWGS,Offset,140.104
70,0.5,UWGS,Skew,1.62673
74,0.5,UWGS,Offset,130.206
74,0.5,UWGS,Skew,0.458148
75,0.5,UWGS,Offset,31.0273
75,0.5,UWGS,Skew,3.36366
73,0.5,UWGS,Offset,86.2456
73,0.5,UWGS,Skew,1.1705
76,0.5,UWGS,Offset,153.385
76,0.5,UWGS,Skew,1.37618
77,0.5,UWGS,Offset,130.411
77,0.5,UWGS,Skew,0.309943
79,0.5,UWGS,Offset,169.781
79,0.5,UWGS,Skew,2.12978
80,0.5,UWGS,Offset,108.522
80,0.5,UWGS,Skew,0.522456
78,0.5,UWGS,Offset,135.314
78,0.5,UWGS,Skew,0.445946
82,0.5,UWGS,Offset,218.364
82,0.5,UWGS,Skew,6.72577
81,0.5,UWGS,Offset,142.888
81,0.5,UWGS,Skew,0.732786
83,0.5,UWGS,Offset,91.9732
83,0.5,UWGS,Skew,1.40919
84,0.5,UWGS,Offset,103.883
84,0.5,UWGS,Skew,0.0742814
