Run,TrajectoryPositionNoise,Protocol,Metric,Value
613,2,LW-Sync,Offset,678.358
613,2,LW-Sync,Skew,82.7894
615,2,LW-Sync,Offset,990.491
615,2,LW-Sync,Skew,1607.68
614,2,LW-Sync,Offset,41.2415
614,2,LW-Sync,Skew,499.074
616,2,LW-Sync,Offset,262.656
616,2,LW-Sync,Skew,172.568
619,2,LW-Sync,Offset,128.664
619,2,LW-Sync,Skew,1574.69
617,2,LW-Sync,Offset,1132.12
617,2,LW-Sync,Skew,632.96
618,2,LW-Sync,Offset,733.43
618,2,LW-Sync,Skew,994.136
622,2,LW-Sync,Offset,288.43
622,2,LW-Sync,Skew,1821.49
621,2,LW-Sync,Offset,245.516
621,2,LW-Sync,Skew,1541.54
620,2,LW-Sync,Offset,336.885
620,2,LW-Sync,Skew,1065.01
623,2,LW-Sync,Offset,863.292
623,2,LW-Sync,Skew,763.132
624,2,LW-Sync,Offset,506.494
624,2,LW-Sync,Skew,96.1335
625,2,LW-Sync,Offset,1291.55
625,2,LW-Sync,Skew,316.819
626,2,LW-Sync,Offset,511.163
626,2,LW-Sync,Skew,115.13
627,2,LW-Sync,Offset,542.17
627,2,LW-Sync,Skew,83.7735
628,2,LW-Sync,Offset,9.19491
628,2,LW-Sync,Skew,240.963
630,2,LW-Sync,Offset,127.234
630,2,LW-Sync,Skew,631.764
629,2,LW-Sync,Offset,729.959
629,2,LW-Sync,Skew,1489.75
631,2,LW-Sync,Offset,824.29
631,2,LW-Sync,Skew,1666.68
632,2,LW-Sync,Offset,50.5623
632,2,LW-Sync,Skew,770.253
633,2,LW-Sync,Offset,242.778
633,2,LW-Sync,Skew,136.71
634,2,LW-Sync,Offset,142.589
634,2,LW-Sync,Skew,698.908
635,2,LW-Sync,Offset,1381.58
635,2,LW-Sync,Skew,1411.29
636,2,LW-Sync,Offset,1230.94
636,2,LW-Sync,Skew,1414.8
637,2,LW-Sync,Offset,769.662
637,2,LW-Sync,Skew,180.97
638,2,LW-Sync,Offset,37.4744
638,2,LW-Sync,Skew,2398.43
639,2,LW-Sync,Offset,285.821
639,2,LW-Sync,Skew,3.92782
640,2,LW-Sync,Offset,134.751
640,2,LW-Sync,Skew,527.367
641,2,LW-Sync,Offset,334.773
641,2,LW-Sync,Skew,185.76
642,2,LW-Sync,Offset,389.903
642,2,LW-Sync,Skew,1869.22
643,2,LW-Sync,Offset,902.501
643,2,LW-Sync,Skew,502.682
644,2,LW-Sync,Offset,132.713
644,2,LW-Sync,Skew,871.755
645,2,LW-Sync,Offset,887.889
645,2,LW-Sync,Skew,85.2907
646,2,LW-Sync,Offset,605.07
646,2,LW-Sync,Skew,853.604
647,2,LW-Sync,Offset,335.044
647,2,LW-Sync,Skew,269.3
649,2,LW-Sync,Offset,1085.82
649,2,LW-Sync,Skew,1314.62
648,2,LW-Sync,Offset,341.351
648,2,LW-Sync,Skew,266.135
651,2,LW-Sync,Offset,1734.87
651,2,LW-Sync,Skew,1336.45
650,2,LW-Sync,Offset,1648.09
650,2,LW-Sync,Skew,1468.6
653,2,LW-Sync,Offset,836.38
653,2,LW-Sync,Skew,685.103
652,2,LW-Sync,Offset,688.363
652,2,LW-Sync,Skew,144.454
655,2,LW-Sync,Offset,1500.78
655,2,LW-Sync,Skew,1722.65
654,2,LW-Sync,Offset,964.144
654,2,LW-Sync,Skew,2175.83
656,2,LW-Sync,Offset,794.616
656,2,LW-Sync,Skew,170.8
658,2,LW-Sync,Offset,93.3364
658,2,LW-Sync,Skew,159.058
657,2,LW-Sync,Offset,1297.42
657,2,LW-Sync,Skew,1568.78
659,2,LW-Sync,Offset,515.669
659,2,LW-Sync,Skew,1047.98
660,2,LW-Sync,Offset,1641.35
660,2,LW-Sync,Skew,164.332
661,2,LW-Sync,Offset,376.432
661,2,LW-Sync,Skew,1003.99
663,2,LW-Sync,Offset,91.8647
663,2,LW-Sync,Skew,183.207
662,2,LW-Sync,Offset,1083.82
662,2,LW-Sync,Skew,146.858
665,2,LW-Sync,Offset,1400.1
665,2,LW-Sync,Skew,588.046
664,2,LW-Sync,Offset,994.884
664,2,LW-Sync,Skew,1553.1
666,2,LW-Sync,Offset,1487.68
666,2,LW-Sync,Skew,1165.19
667,2,LW-Sync,Offset,390.655
667,2,LW-Sync,Skew,1738.62
668,2,LW-Sync,Offset,1024.62
668,2,LW-Sync,Skew,42.5157
669,2,LW-Sync,Offset,211.691
669,2,LW-Sync,Skew,1125.85
670,2,LW-Sync,Offset,55.0979
670,2,LW-Sync,Skew,70.4862
671,2,LW-Sync,Offset,1224.77
671,2,LW-Sync,Skew,637.12
673,2,LW-Sync,Offset,740.236
673,2,LW-Sync,Skew,806.225
672,2,LW-Sync,Offset,655.827
672,2,LW-Sync,Skew,1405.57
674,2,LW-Sync,Offset,77.6593
674,2,LW-Sync,Skew,913.689
675,2,LW-Sync,Offset,174.594
675,2,LW-Sync,Skew,71.5809
676,2,LW-Sync,Offset,776.379
676,2,LW-Sync,Skew,2059.16
677,2,LW-Sync,Offset,173.612
677,2,LW-Sync,Skew,589.855
678,2,LW-Sync,Offset,853.116
678,2,LW-Sync,Skew,410.549
680,2,LW-Sync,Offset,618.662
680,2,LW-Sync,Skew,1671.78
679,2,LW-Sync,Offset,1070.8
679,2,LW-Sync,Skew,979.008
682,2,LW-Sync,Offset,595.247
682,2,LW-Sync,Skew,646.999
681,2,LW-Sync,Offset,345.492
681,2,LW-Sync,Skew,1379.93
683,2,LW-Sync,Offset,68.9731
683,2,LW-Sync,Skew,427.407
685,2,LW-Sync,Offset,863.861
685,2,LW-Sync,Skew,1688.42
686,2,LW-Sync,Offset,146.698
686,2,LW-Sync,Skew,104.077
684,2,LW-Sync,Offset,380.775
684,2,LW-Sync,Skew,886.402
687,2,LW-Sync,Offset,575.353
687,2,LW-Sync,Skew,118.737
688,2,LW-Sync,Offset,702.828
688,2,LW-Sync,Skew,1.44394
689,2,LW-Sync,Offset,919.461
689,2,LW-Sync,Skew,620.031
690,2,LW-Sync,Offset,46.2608
690,2,LW-Sync,Skew,128.621
691,2,LW-Sync,Offset,1009.24
691,2,LW-Sync,Skew,333.344
692,2,LW-Sync,Offset,3072.52
692,2,LW-Sync,Skew,16.9489
694,2,LW-Sync,Offset,1594.26
694,2,LW-Sync,Skew,644.352
693,2,LW-Sync,Offset,950.048
693,2,LW-Sync,Skew,1084.32
695,2,LW-Sync,Offset,82.6953
695,2,LW-Sync,Skew,174.541
696,2,LW-Sync,Offset,803.945
696,2,LW-Sync,Skew,711.627
698,2,LW-Sync,Offset,175.582
698,2,LW-Sync,Skew,358.699
697,2,LW-Sync,Offset,33.458
697,2,LW-Sync,Skew,580.963
699,2,LW-Sync,Offset,628.73
699,2,LW-Sync,Skew,443.385
700,2,LW-Sync,Offset,2068.66
700,2,LW-Sync,Skew,1732.41
701,2,LW-Sync,Offset,305.841
701,2,LW-Sync,Skew,1105.34
703,2,LW-Sync,Offset,246.154
703,2,LW-Sync,Skew,23.8265
702,2,LW-Sync,Offset,829.797
702,2,LW-Sync,Skew,2192.54
705,2,LW-Sync,Offset,1412.6
705,2,LW-Sync,Skew,861.382
704,2,LW-Sync,Offset,270.203
704,2,LW-Sync,Skew,8.25151
706,2,LW-Sync,Offset,1554.8
706,2,LW-Sync,Skew,654.182
707,2,LW-Sync,Offset,784.133
707,2,LW-Sync,Skew,366.409
708,2,LW-Sync,Offset,315.194
708,2,LW-Sync,Skew,194.979
709,2,LW-Sync,Offset,879.827
709,2,LW-Sync,Skew,439.476
710,2,LW-Sync,Offset,184.22
710,2,LW-Sync,Skew,1594.92
711,2,LW-Sync,Offset,320.306
711,2,LW-Sync,Skew,349.028
712,2,LW-Sync,Offset,265.479
712,2,LW-Sync,Skew,1095.73
713,2,LW-Sync,Offset,146.282
713,2,LW-Sync,Skew,1150.31
715,2,LW-Sync,Offset,878.439
715,2,LW-Sync,Skew,565.905
714,2,LW-Sync,Offset,45.013
714,2,LW-Sync,Skew,150.681
718,2,LW-Sync,Offset,537.318
718,2,LW-Sync,Skew,605.366
716,2,LW-Sync,Offset,960.298
716,2,LW-Sync,Skew,428.357
717,2,LW-Sync,Offset,405.95
717,2,LW-Sync,Skew,988.539
719,2,LW-Sync,Offset,150.373
719,2,LW-Sync,Skew,266.473
720,2,LW-Sync,Offset,510.285
720,2,LW-Sync,Skew,1234.62
721,2,LW-Sync,Offset,182.746
721,2,LW-Sync,Skew,1093.51
723,2,LW-Sync,Offset,1023.43
723,2,LW-Sync,Skew,16.3058
724,2,LW-Sync,Offset,894.577
724,2,LW-Sync,Skew,1527.53
722,2,LW-Sync,Offset,491.492
722,2,LW-Sync,Skew,464.747
725,2,LW-Sync,Offset,802.771
725,2,LW-Sync,Skew,2843.42
726,2,LW-Sync,Offset,951.557
726,2,LW-Sync,Skew,1179.09
727,2,LW-Sync,Offset,690.365
727,2,LW-Sync,Skew,1717
728,2,LW-Sync,Offset,190.424
728,2,LW-Sync,Skew,720.156
730,2,LW-Sync,Offset,421.534
730,2,LW-Sync,Skew,630.996
729,2,LW-Sync,Offset,952.45
729,2,LW-Sync,Skew,96.9824
731,2,LW-Sync,Offset,243.87
731,2,LW-Sync,Skew,1110.35
732,2,LW-Sync,Offset,767.307
732,2,LW-Sync,Skew,1199.98
733,2,LW-Sync,Offset,1752.53
733,2,LW-Sync,Skew,1376.4
735,2,LW-Sync,Offset,642.735
735,2,LW-Sync,Skew,903.927
734,2,LW-Sync,Offset,278.561
734,2,LW-Sync,Skew,782.999
736,2,LW-Sync,Offset,1143.77
736,2,LW-Sync,Skew,1742.56
737,2,LW-Sync,Offset,956.917
737,2,LW-Sync,Skew,613.619
738,2,LW-Sync,Offset,1675.24
738,2,LW-Sync,Skew,566.048
740,2,LW-Sync,Offset,601.037
740,2,LW-Sync,Skew,242.364
739,2,LW-Sync,Offset,439.931
739,2,LW-Sync,Skew,827.826
742,2,LW-Sync,Offset,906.836
742,2,LW-Sync,Skew,284.464
741,2,LW-Sync,Offset,207.758
741,2,LW-Sync,Skew,1386.26
743,2,LW-Sync,Offset,150.624
743,2,LW-Sync,Skew,845.227
745,2,LW-Sync,Offset,728.527
745,2,LW-Sync,Skew,2196.33
744,2,LW-Sync,Offset,2063.41
744,2,LW-Sync,Skew,26.3587
746,2,LW-Sync,Offset,731.305
746,2,LW-Sync,Skew,123.755
747,2,LW-Sync,Offset,439.749
747,2,LW-Sync,Skew,95.3361
748,2,LW-Sync,Offset,451.214
748,2,LW-Sync,Skew,1475.34
749,2,LW-Sync,Offset,106.028
749,2,LW-Sync,Skew,578.998
750,2,LW-Sync,Offset,628.415
750,2,LW-Sync,Skew,9.47477
752,2,LW-Sync,Offset,742.975
752,2,LW-Sync,Skew,629.428
751,2,LW-Sync,Offset,735.525
751,2,LW-Sync,Skew,315.226
754,2,LW-Sync,Offset,838.154
754,2,LW-Sync,Skew,2378.38
753,2,LW-Sync,Offset,104.844
753,2,LW-Sync,Skew,1358.54
755,2,LW-Sync,Offset,465.274
755,2,LW-Sync,Skew,843.387
756,2,LW-Sync,Offset,1417.33
756,2,LW-Sync,Skew,96.7404
757,2,LW-Sync,Offset,304.386
757,2,LW-Sync,Skew,855.857
758,2,LW-Sync,Offset,58.16
758,2,LW-Sync,Skew,570.1
759,2,LW-Sync,Offset,1074.87
759,2,LW-Sync,Skew,778.122
760,2,LW-Sync,Offset,901.19
760,2,LW-Sync,Skew,806.126
761,2,LW-Sync,Offset,1892.36
761,2,LW-Sync,Skew,834.289
762,2,LW-Sync,Offset,16.0089
762,2,LW-Sync,Skew,1976.4
763,2,LW-Sync,Offset,545.577
763,2,LW-Sync,Skew,300.86
764,2,LW-Sync,Offset,87.0444
764,2,LW-Sync,Skew,927.933
765,2,LW-Sync,Offset,729.715
765,2,LW-Sync,Skew,776.87
766,2,LW-Sync,Offset,907.912
766,2,LW-Sync,Skew,551.995
767,2,LW-Sync,Offset,211.692
767,2,LW-Sync,Skew,2562.14
768,2,LW-Sync,Offset,738.954
768,2,LW-Sync,Skew,54.2951
769,2,LW-Sync,Offset,145.738
769,2,LW-Sync,Skew,549.815
770,2,LW-Sync,Offset,492.104
770,2,LW-Sync,Skew,1187.8
771,2,LW-Sync,Offset,1009.34
771,2,LW-Sync,Skew,126.559
772,2,LW-Sync,Offset,409.607
772,2,LW-Sync,Skew,576.487
774,2,LW-Sync,Offset,17.1666
774,2,LW-Sync,Skew,716.004
773,2,LW-Sync,Offset,522.878
773,2,LW-Sync,Skew,597.583
775,2,LW-Sync,Offset,1053.85
775,2,LW-Sync,Skew,980.061
776,2,LW-Sync,Offset,351.455
776,2,LW-Sync,Skew,857.214
778,2,LW-Sync,Offset,1649.87
778,2,LW-Sync,Skew,1745.73
777,2,LW-Sync,Offset,1318.75
777,2,LW-Sync,Skew,1455.06
779,2,LW-Sync,Offset,653.129
779,2,LW-Sync,Skew,981.227
780,2,LW-Sync,Offset,414.391
780,2,LW-Sync,Skew,219.769
782,2,LW-Sync,Offset,387.869
782,2,LW-Sync,Skew,469.783
781,2,LW-Sync,Offset,57.8831
781,2,LW-Sync,Skew,772.951
783,2,LW-Sync,Offset,103.48
783,2,LW-Sync,Skew,482.667
784,2,LW-Sync,Offset,1304.28
784,2,LW-Sync,Skew,295.44
786,2,LW-Sync,Offset,594.261
786,2,LW-Sync,Skew,16.927
785,2,LW-Sync,Offset,1416.03
785,2,LW-Sync,Skew,29.1226
788,2,LW-Sync,Offset,650.044
788,2,LW-Sync,Skew,114.686
787,2,LW-Sync,Offset,1362.5
787,2,LW-Sync,Skew,399.849
790,2,LW-Sync,Offset,356.307
790,2,LW-Sync,Skew,506.116
789,2,LW-Sync,Offset,28.8719
789,2,LW-Sync,Skew,266.613
791,2,LW-Sync,Offset,712.506
791,2,LW-Sync,Skew,32.3926
792,2,LW-Sync,Offset,612.33
792,2,LW-Sync,Skew,424.785
793,2,LW-Sync,Offset,670.277
793,2,LW-Sync,Skew,78.1774
794,2,LW-Sync,Offset,46.857
794,2,LW-Sync,Skew,233.36
796,2,LW-Sync,Offset,835.677
796,2,LW-Sync,Skew,118.6
795,2,LW-Sync,Offset,1324.08
795,2,LW-Sync,Skew,2281.63
797,2,LW-Sync,Offset,296.209
797,2,LW-Sync,Skew,1855.79
798,2,LW-Sync,Offset,833.212
798,2,LW-Sync,Skew,1361.57
799,2,LW-Sync,Offset,783.79
799,2,LW-Sync,Skew,327.377
800,2,LW-Sync,Offset,1167.45
800,2,LW-Sync,Skew,134.259
802,2,LW-Sync,Offset,850.771
802,2,LW-Sync,Skew,1729.39
801,2,LW-Sync,Offset,1356.35
801,2,LW-Sync,Skew,297.963
803,2,LW-Sync,Offset,656.755
803,2,LW-Sync,Skew,680.55
804,2,LW-Sync,Offset,46.348
804,2,LW-Sync,Skew,183.498
805,2,LW-Sync,Offset,1871.49
805,2,LW-Sync,Skew,869.954
806,2,LW-Sync,Offset,1045.95
806,2,LW-Sync,Skew,11.104
808,2,LW-Sync,Offset,294.204
808,2,LW-Sync,Skew,30.2695
807,2,LW-Sync,Offset,68.3904
807,2,LW-Sync,Skew,542.765
809,2,LW-Sync,Offset,588.888
809,2,LW-Sync,Skew,850.179
810,2,LW-Sync,Offset,322.209
810,2,LW-Sync,Skew,303.679
811,2,LW-Sync,Offset,345.173
811,2,LW-Sync,Skew,1520.82
812,2,LW-Sync,Offset,1340.8
812,2,LW-Sync,Skew,1228
814,2,LW-Sync,Offset,774.702
814,2,LW-Sync,Skew,999.446
813,2,LW-Sync,Offset,494.312
813,2,LW-Sync,Skew,346.564
815,2,LW-Sync,Offset,334.161
815,2,LW-Sync,Skew,158.68
816,2,LW-Sync,Offset,943.977
816,2,LW-Sync,Skew,1460.01
818,2,LW-Sync,Offset,480.614
818,2,LW-Sync,Skew,1225.54
817,2,LW-Sync,Offset,618.336
817,2,LW-Sync,Skew,1909.86
819,2,LW-Sync,Offset,2068.08
819,2,LW-Sync,Skew,1545.83
820,2,LW-Sync,Offset,205.653
820,2,LW-Sync,Skew,1401.69
821,2,LW-Sync,Offset,1102.34
821,2,LW-Sync,Skew,1001.36
822,2,LW-Sync,Offset,120.805
822,2,LW-Sync,Skew,112.308
824,2,LW-Sync,Offset,228.63
824,2,LW-Sync,Skew,36.9684
823,2,LW-Sync,Offset,1321.73
823,2,LW-Sync,Skew,140.649
825,2,LW-Sync,Offset,1355.61
825,2,LW-Sync,Skew,1738.76
826,2,LW-Sync,Offset,619.551
826,2,LW-Sync,Skew,2379.57
827,2,LW-Sync,Offset,160.79
827,2,LW-Sync,Skew,423.486
829,2,LW-Sync,Offset,97.6589
829,2,LW-Sync,Skew,318.865
828,2,LW-Sync,Offset,550.666
828,2,LW-Sync,Skew,1597.2
831,2,LW-Sync,Offset,1240.45
831,2,LW-Sync,Skew,488.139
832,2,LW-Sync,Offset,518.046
832,2,LW-Sync,Skew,1837.16
830,2,LW-Sync,Offset,1472.51
830,2,LW-Sync,Skew,2270.96
833,2,LW-Sync,Offset,178.025
833,2,LW-Sync,Skew,117.708
834,2,LW-Sync,Offset,585.042
834,2,LW-Sync,Skew,1302.84
835,2,LW-Sync,Offset,200.794
835,2,LW-Sync,Skew,1502.07
836,2,LW-Sync,Offset,34.3797
836,2,LW-Sync,Skew,144.339
837,2,LW-Sync,Offset,970.16
837,2,LW-Sync,Skew,720.431
838,2,LW-Sync,Offset,71.7254
838,2,LW-Sync,Skew,192.649
839,2,LW-Sync,Offset,755.001
839,2,LW-Sync,Skew,1775.93
841,2,LW-Sync,Offset,337.52
841,2,LW-Sync,Skew,97.5845
842,2,LW-Sync,Offset,692.821
842,2,LW-Sync,Skew,1052.49
840,2,LW-Sync,Offset,330.936
840,2,LW-Sync,Skew,1571.8
843,2,LW-Sync,Offset,1060.37
843,2,LW-Sync,Skew,198.253
845,2,LW-Sync,Offset,1246.86
845,2,LW-Sync,Skew,528.757
844,2,LW-Sync,Offset,870.306
844,2,LW-Sync,Skew,1981.62
847,2,LW-Sync,Offset,1268.26
847,2,LW-Sync,Skew,579.317
846,2,LW-Sync,Offset,1122.42
846,2,LW-Sync,Skew,1001.24
849,2,LW-Sync,Offset,517.258
849,2,LW-Sync,Skew,808.544
848,2,LW-Sync,Offset,909.043
848,2,LW-Sync,Skew,1331.54
850,2,LW-Sync,Offset,933.762
850,2,LW-Sync,Skew,153.08
851,2,LW-Sync,Offset,1046.2
851,2,LW-Sync,Skew,1402.15
852,2,LW-Sync,Offset,326.898
852,2,LW-Sync,Skew,163.063
855,2,LW-Sync,Offset,150.734
855,2,LW-Sync,Skew,261.15
853,2,LW-Sync,Offset,883.835
853,2,LW-Sync,Skew,411.05
854,2,LW-Sync,Offset,295.563
854,2,LW-Sync,Skew,973.45
856,2,LW-Sync,Offset,393.65
856,2,LW-Sync,Skew,2324.41
857,2,LW-Sync,Offset,1735.11
857,2,LW-Sync,Skew,82.8274
859,2,LW-Sync,Offset,646.235
859,2,LW-Sync,Skew,1555.8
858,2,LW-Sync,Offset,292.003
858,2,LW-Sync,Skew,552.934
861,2,LW-Sync,Offset,629.224
861,2,LW-Sync,Skew,59.0784
860,2,LW-Sync,Offset,541.169
860,2,LW-Sync,Skew,932.484
862,2,LW-Sync,Offset,1552.77
862,2,LW-Sync,Skew,22.9344
863,2,LW-Sync,Offset,890.763
863,2,LW-Sync,Skew,347.871
865,2,LW-Sync,Offset,481.815
865,2,LW-Sync,Skew,1395.09
864,2,LW-Sync,Offset,438.083
864,2,LW-Sync,Skew,2118.77
866,2,LW-Sync,Offset,606.892
866,2,LW-Sync,Skew,298.98
867,2,LW-Sync,Offset,1001.43
867,2,LW-Sync,Skew,280.2
868,2,LW-Sync,Offset,780.715
868,2,LW-Sync,Skew,1859.64
869,2,LW-Sync,Offset,234.165
869,2,LW-Sync,Skew,26.5731
870,2,LW-Sync,Offset,635.046
870,2,LW-Sync,Skew,1074.03
871,2,LW-Sync,Offset,431.575
871,2,LW-Sync,Skew,2021.55
872,2,LW-Sync,Offset,44.8386
872,2,LW-Sync,Skew,1188.09
875,2,LW-Sync,Offset,784.451
875,2,LW-Sync,Skew,2165.19
873,2,LW-Sync,Offset,1656.3
873,2,LW-Sync,Skew,578.715
876,2,LW-Sync,Offset,150.975
876,2,LW-Sync,Skew,395.741
874,2,LW-Sync,Offset,3.67172
874,2,LW-Sync,Skew,1203.76
877,2,LW-Sync,Offset,369.496
877,2,LW-Sync,Skew,3.46314
878,2,LW-Sync,Offset,121.834
878,2,LW-Sync,Skew,969.789
879,2,LW-Sync,Offset,304.917
879,2,LW-Sync,Skew,813.803
882,2,LW-Sync,Offset,1262.95
882,2,LW-Sync,Skew,1884.32
881,2,LW-Sync,Offset,633
881,2,LW-Sync,Skew,221.601
880,2,LW-Sync,Offset,1054.63
880,2,LW-Sync,Skew,2037.02
883,2,LW-Sync,Offset,590.68
883,2,LW-Sync,Skew,254.392
884,2,LW-Sync,Offset,540.77
884,2,LW-Sync,Skew,747.786
886,2,LW-Sync,Offset,372.71
886,2,LW-Sync,Skew,2287.78
885,2,LW-Sync,Offset,2087.34
885,2,LW-Sync,Skew,688.163
887,2,LW-Sync,Offset,537.49
887,2,LW-Sync,Skew,67.7432
889,2,LW-Sync,Offset,252.065
889,2,LW-Sync,Skew,1037.85
888,2,LW-Sync,Offset,540.539
888,2,LW-Sync,Skew,1756.31
890,2,LW-Sync,Offset,548.538
890,2,LW-Sync,Skew,472.147
891,2,LW-Sync,Offset,313.851
891,2,LW-Sync,Skew,1407.23
892,2,LW-Sync,Offset,2123.64
892,2,LW-Sync,Skew,938.694
893,2,LW-Sync,Offset,2002.62
893,2,LW-Sync,Skew,247.912
894,2,LW-Sync,Offset,1606.05
894,2,LW-Sync,Skew,843.158
897,2,LW-Sync,Offset,889.931
897,2,LW-Sync,Skew,261.16
895,2,LW-Sync,Offset,1179.14
895,2,LW-Sync,Skew,1252.59
896,2,LW-Sync,Offset,1888.41
896,2,LW-Sync,Skew,139.03
898,2,LW-Sync,Offset,548.517
898,2,LW-Sync,Skew,123.666
899,2,LW-Sync,Offset,1131.87
899,2,LW-Sync,Skew,450.673
900,2,LW-Sync,Offset,564.539
900,2,LW-Sync,Skew,1976.08
903,2,LW-Sync,Offset,18.6675
903,2,LW-Sync,Skew,704.134
901,2,LW-Sync,Offset,338.971
901,2,LW-Sync,Skew,1197.57
902,2,LW-Sync,Offset,910.391
902,2,LW-Sync,Skew,1080.54
904,2,LW-Sync,Offset,830.906
904,2,LW-Sync,Skew,246.207
906,2,LW-Sync,Offset,994.268
906,2,LW-Sync,Skew,136.914
905,2,LW-Sync,Offset,54.874
905,2,LW-Sync,Skew,3330.52
908,2,LW-Sync,Offset,798.791
908,2,LW-Sync,Skew,2214.32
907,2,LW-Sync,Offset,1662.46
907,2,LW-Sync,Skew,178.02
909,2,LW-Sync,Offset,283.451
909,2,LW-Sync,Skew,433.525
911,2,LW-Sync,Offset,1738.15
911,2,LW-Sync,Skew,97.9573
910,2,LW-Sync,Offset,1101.31
910,2,LW-Sync,Skew,64.6389
912,2,LW-Sync,Offset,964.969
912,2,LW-Sync,Skew,1162.5
914,2,LW-Sync,Offset,1.23362
914,2,LW-Sync,Skew,945.672
913,2,LW-Sync,Offset,1127.77
913,2,LW-Sync,Skew,2421.98
915,2,LW-Sync,Offset,539.311
915,2,LW-Sync,Skew,976.313
916,2,LW-Sync,Offset,259.305
916,2,LW-Sync,Skew,26.9049
917,2,LW-Sync,Offset,616.882
917,2,LW-Sync,Skew,28.1367
918,2,LW-Sync,Offset,534.635
918,2,LW-Sync,Skew,1222.3
919,2,LW-Sync,Offset,1087.91
919,2,LW-Sync,Skew,594.247
921,2,LW-Sync,Offset,302.896
921,2,LW-Sync,Skew,487.901
920,2,LW-Sync,Offset,606.272
920,2,LW-Sync,Skew,1012.15
923,2,LW-Sync,Offset,1211.81
923,2,LW-Sync,Skew,371.928
922,2,LW-Sync,Offset,1162.57
922,2,LW-Sync,Skew,268.396
924,2,LW-Sync,Offset,1253.46
924,2,LW-Sync,Skew,84.8907
925,2,LW-Sync,Offset,628.132
925,2,LW-Sync,Skew,601.633
926,2,LW-Sync,Offset,1101.91
926,2,LW-Sync,Skew,462.979
927,2,LW-Sync,Offset,88.6417
927,2,LW-Sync,Skew,407.72
929,2,LW-Sync,Offset,517.853
929,2,LW-Sync,Skew,1263.35
928,2,LW-Sync,Offset,502.291
928,2,LW-Sync,Skew,1770.23
931,2,LW-Sync,Offset,1467.12
931,2,LW-Sync,Skew,992.388
930,2,LW-Sync,Offset,336.578
930,2,LW-Sync,Skew,86.5795
932,2,LW-Sync,Offset,1598.32
932,2,LW-Sync,Skew,134.702
933,2,LW-Sync,Offset,171.919
933,2,LW-Sync,Skew,895.438
934,2,LW-Sync,Offset,394.848
934,2,LW-Sync,Skew,654.021
935,2,LW-Sync,Offset,48.8627
935,2,LW-Sync,Skew,362.394
937,2,LW-Sync,Offset,933.817
937,2,LW-Sync,Skew,1731.6
936,2,LW-Sync,Offset,1458.64
936,2,LW-Sync,Skew,58.0578
938,2,LW-Sync,Offset,513.526
938,2,LW-Sync,Skew,647.511
940,2,LW-Sync,Offset,966.915
940,2,LW-Sync,Skew,2098.02
939,2,LW-Sync,Offset,1543.81
939,2,LW-Sync,Skew,2427.31
942,2,LW-Sync,Offset,27.0182
942,2,LW-Sync,Skew,286.637
941,2,LW-Sync,Offset,691.157
941,2,LW-Sync,Skew,217.11
943,2,LW-Sync,Offset,425.343
943,2,LW-Sync,Skew,2244.76
944,2,LW-Sync,Offset,92.5181
944,2,LW-Sync,Skew,5.96549
945,2,LW-Sync,Offset,1662.12
945,2,LW-Sync,Skew,1246.18
947,2,LW-Sync,Offset,662.113
947,2,LW-Sync,Skew,652.909
946,2,LW-Sync,Offset,1175.98
946,2,LW-Sync,Skew,87.8059
948,2,LW-Sync,Offset,210.771
948,2,LW-Sync,Skew,73.9808
949,2,LW-Sync,Offset,1845.9
949,2,LW-Sync,Skew,721.214
950,2,LW-Sync,Offset,1384.53
950,2,LW-Sync,Skew,56.8456
951,2,LW-Sync,Offset,1608.79
951,2,LW-Sync,Skew,88.5427
952,2,LW-Sync,Offset,1170.28
952,2,LW-Sync,Skew,1305.54
954,2,LW-Sync,Offset,1277.7
954,2,LW-Sync,Skew,374.646
953,2,LW-Sync,Offset,475.368
953,2,LW-Sync,Skew,883.469
956,2,LW-Sync,Offset,744.711
956,2,LW-Sync,Skew,61.026
955,2,LW-Sync,Offset,226.149
955,2,LW-Sync,Skew,2762.87
958,2,LW-Sync,Offset,1140.43
958,2,LW-Sync,Skew,3048.82
957,2,LW-Sync,Offset,1210.45
957,2,LW-Sync,Skew,85.7664
959,2,LW-Sync,Offset,965.606
959,2,LW-Sync,Skew,740.435
961,2,LW-Sync,Offset,367.839
961,2,LW-Sync,Skew,29.5532
962,2,LW-Sync,Offset,2459.64
962,2,LW-Sync,Skew,611.522
960,2,LW-Sync,Offset,287.199
960,2,LW-Sync,Skew,1852.16
964,2,LW-Sync,Offset,2485.51
964,2,LW-Sync,Skew,215.799
963,2,LW-Sync,Offset,291.119
963,2,LW-Sync,Skew,288.29
965,2,LW-Sync,Offset,57.3694
965,2,LW-Sync,Skew,469.553
966,2,LW-Sync,Offset,1642.2
966,2,LW-Sync,Skew,417.155
967,2,LW-Sync,Offset,303.219
967,2,LW-Sync,Skew,225.454
968,2,LW-Sync,Offset,688.356
968,2,LW-Sync,Skew,626.782
969,2,LW-Sync,Offset,516.244
969,2,LW-Sync,Skew,700.965
970,2,LW-Sync,Offset,187.999
970,2,LW-Sync,Skew,376.206
971,2,LW-Sync,Offset,389.926
971,2,LW-Sync,Skew,261.957
973,2,LW-Sync,Offset,666.599
973,2,LW-Sync,Skew,332.942
