Run,TrajectoryPositionNoise,Protocol,Metric,Value
980,0,UWGS,Skew,1.21232
981,0,UWGS,Offset,466.415
981,0,UWGS,Skew,0.870151
979,0,UWGS,Offset,450.42
979,0,UWGS,Skew,2.05335
982,0,UWGS,Offset,417.439
982,0,UWGS,Skew,2.44705
983,0,UWGS,Offset,459.249
983,0,UWGS,Skew,1.72415
984,0,UWGS,Offset,457.613
984,0,UWGS,Skew,0.961926
986,0,UWGS,Offset,436.961
986,0,UWGS,Skew,2.30452
985,0,UWGS,Offset,341.649
985,0,UWGS,Skew,9.14948
987,0,UWGS,Offset,429.648
987,0,UWGS,Skew,1.47269
990,0,UWGS,Offset,437.856
990,0,UWGS,Skew,1.73427
988,0,UWGS,Offset,442.358
988,0,UWGS,Skew,2.05544
989,0,UWGS,Offset,452.971
989,0,UWGS,Skew,1.58339
992,0,UWGS,Offset,461.384
992,0,UWGS,Skew,1.90703
991,0,UWGS,Offset,480.902
991,0,UWGS,Skew,1.02191
993,0,UWGS,Offset,443.038
993,0,UWGS,Skew,1.09603
994,0,UWGS,Offset,437.163
994,0,UWGS,Skew,1.60171
995,0,UWGS,Offset,547.455
995,0,UWGS,Skew,2.29264
996,0,UWGS,Offset,452.395
996,0,UWGS,Skew,2.16727
997,0,UWGS,Offset,498.627
997,0,UWGS,Skew,0.191984
998,0,UWGS,Offset,476.484
998,0,UWGS,Skew,0.50231
1000,0,UWGS,Offset,442.853
1000,0,UWGS,Skew,1.91413
999,0,UWGS,Offset,485.595
999,0,UWGS,Skew,0.872023
1,0.5,UWGS,Offset,111.689
1,0.5,UWGS,Skew,24.5329
2,0.5,UWGS,Offset,580.185
2,0.5,UWGS,Skew,9.82933
3,0.5,UWGS,Offset,191.287
3,0.5,UWGS,Skew,5.80779
4,0.5,UWGS,Offset,3096.8
4,0.5,UWGS,Skew,150.237
5,0.5,UWGS,Offset,993.634
5,0.5,UWGS,Skew,59.2197
6,0.5,UWGS,Offset,1075.1
6,0.5,UWGS,Skew,22.2413
7,0.5,UWGS,Offset,193.688
7,0.5,UWGS,Skew,4.97496
8,0.5,UWGS,Offset,109.66
8,0.5,UWGS,Skew,15.5448
9,0.5,UWGS,Offset,215.183
9,0.5,UWGS,Skew,29.3311
10,0.5,UWGS,Offset,83.2323
10,0.5,UWGS,Skew,30.1103
12,0.5,UWGS,Offset,517.741
12,0.5,UWGS,Skew,40.5637
11,0.5,UWGS,Offset,76.7157
11,0.5,UWGS,Skew,16.7417
13,0.5,UWGS,Offset,694.554
13,0.5,UWGS,Skew,14.124
15,0.5,UWGS,Offset,3897.01
15,0.5,UWGS,Skew,162.291
16,0.5,UWGS,Offset,343.773
16,0.5,UWGS,Skew,1.64672
14,0.5,UWGS,Offset,258.994
14,0.5,UWGS,Skew,3.37123
17,0.5,UWGS,Offset,478.732
17,0.5,UWGS,Skew,10.1095
19,0.5,UWGS,Offset,662.123
19,0.5,UWGS,Skew,6.68668
18,0.5,UWGS,Offset,587.965
18,0.5,UWGS,Skew,1.92451
21,0.5,UWGS,Offset,324.791
21,0.5,UWGS,Skew,8.40338
20,0.5,UWGS,Offset,11374.5
20,0.5,UWGS,Skew,139.368
22,0.5,UWGS,Offset,910.05
22,0.5,UWGS,Skew,28.1362
24,0.5,UWGS,Offset,27.7125
24,0.5,UWGS,Skew,22.6162
25,0.5,UWGS,Offset,1015.41
25,0.5,UWGS,Skew,16.9723
23,0.5,UWGS,Offset,4859.63
23,0.5,UWGS,Skew,154.259
27,0.5,UWGS,Offset,212.41
27,0.5,UWGS,Skew,11.3774
28,0.5,UWGS,Offset,670.197
28,0.5,UWGS,Skew,8.64672
26,0.5,UWGS,Offset,289.913
26,0.5,UWGS,Skew,3.34164
30,0.5,UWGS,Offset,651.858
30,0.5,UWGS,Skew,2.88965
29,0.5,UWGS,Offset,287.269
29,0.5,UWGS,Skew,16.2535
31,0.5,UWGS,Offset,616.669
31,0.5,UWGS,Skew,8.6444
32,0.5,UWGS,Offset,483.934
32,0.5,UWGS,Skew,1.25002
33,0.5,UWGS,Offset,407.272
33,0.5,UWGS,Skew,2.8021
34,0.5,UWGS,Offset,526.731
34,0.5,UWGS,Skew,13.9929
35,0.5,UWGS,Offset,243.101
35,0.5,UWGS,Skew,4.41137
36,0.5,UWGS,Offset,696.195
36,0.5,UWGS,Skew,12.6259
37,0.5,UWGS,Offset,594.533
37,0.5,UWGS,Skew,15.9352
38,0.5,UWGS,Offset,95.8509
38,0.5,UWGS,Skew,15.1994
39,0.5,UWGS,Offset,201.641
39,0.5,UWGS,Skew,13.1345
40,0.5,UWGS,Offset,108.076
40,0.5,UWGS,Skew,7.94888
42,0.5,UWGS,Offset,98.1236
42,0.5,UWGS,Skew,13.2084
43,0.5,UWGS,Offset,109.779
43,0.5,UWGS,Skew,10.2652
41,0.5,UWGS,Offset,433.985
41,0.5,UWGS,Skew,1.4661
45,0.5,UWGS,Offset,20.8542
45,0.5,UWGS,Skew,24.822
44,0.5,UWGS,Offset,0.211179
44,0.5,UWGS,Skew,16.4835
49,0.5,UWGS,Offset,455.754
49,0.5,UWGS,Skew,6.72583
46,0.5,UWGS,Offset,752.574
46,0.5,UWGS,Skew,2.90583
48,0.5,UWGS,Offset,294.9
48,0.5,UWGS,Skew,13.1824
47,0.5,UWGS,Offset,276.597
47,0.5,UWGS,Skew,23.9294
50,0.5,UWGS,Offset,882.078
50,0.5,UWGS,Skew,17.0651
51,0.5,UWGS,Offset,1009.79
51,0.5,UWGS,Skew,17.7181
52,0.5,UWGS,Offset,693.614
52,0.5,UWGS,Skew,23.8567
53,0.5,UWGS,Offset,632.754
53,0.5,UWGS,Skew,5.46135
54,0.5,UWGS,Offset,361.982
54,0.5,UWGS,Skew,11.2954
55,0.5,UWGS,Offset,143.615
55,0.5,UWGS,Skew,27.38
56,0.5,UWGS,Offset,647.362
56,0.5,UWGS,Skew,5.94446
57,0.5,UWGS,Offset,491.616
57,0.5,UWGS,Skew,0.724419
59,0.5,UWGS,Offset,794.733
59,0.5,UWGS,Skew,3.28728
60,0.5,UWGS,Offset,136.306
60,0.5,UWGS,Skew,4.40028
58,0.5,UWGS,Offset,804.541
58,0.5,UWGS,Skew,12.6075
61,0.5,UWGS,Offset,580.221
61,0.5,UWGS,Skew,7.0407
62,0.5,UWGS,Offset,91.8243
62,0.5,UWGS,Skew,11.1013
63,0.5,UWGS,Offset,984.014
63,0.5,UWGS,Skew,20.7109
64,0.5,UWGS,Offset,331.602
64,0.5,UWGS,Skew,0.393367
65,0.5,UWGS,Offset,390.111
65,0.5,UWGS,Skew,20.3831
66,0.5,UWGS,Offset,816.544
66,0.5,UWGS,Skew,4.79923
67,0.5,UWGS,Offset,985.776
67,0.5,UWGS,Skew,17.5186
68,0.5,UWGS,Offset,771.084
68,0.5,UWGS,Skew,0.248971
69,0.5,UWGS,Offset,617.188
69,0.5,UWGS,Skew,0.54985
71,0.5,UWGS,Offset,909.782
71,0.5,UWGS,Skew,28.5616
70,0.5,UWGS,Offset,309.656
70,0.5,UWGS,Skew,2.73325
72,0.5,UWGS,Offset,1397.65
72,0.5,UWGS,Skew,79.4973
73,0.5,UWGS,Offset,276.534
73,0.5,UWGS,Skew,7.64561
74,0.5,UWGS,Offset,145.892
74,0.5,UWGS,Skew,22.9199
75,0.5,UWGS,Offset,7.03062
75,0.5,UWGS,Skew,10.3967
77,0.5,UWGS,Offset,378.875
77,0.5,UWGS,Skew,9.31788
76,0.5,UWGS,Offset,11.5448
76,0.5,UWGS,Skew,17.8114
78,0.5,UWGS,Offset,512.023
78,0.5,UWGS,Skew,8.3678
79,0.5,UWGS,Offset,221.151
79,0.5,UWGS,Skew,8.05838
80,0.5,UWGS,Offset,770.505
80,0.5,UWGS,Skew,7.90275
81,0.5,UWGS,Offset,531.205
81,0.5,UWGS,Skew,27.86
82,0.5,UWGS,Offset,5843.42
82,0.5,UWGS,Skew,415.897
83,0.5,UWGS,Offset,284.891
83,0.5,UWGS,Skew,13.9028
84,0.5,UWGS,Offset,964.538
84,0.5,UWGS,Skew,18.349
86,0.5,UWGS,Offset,650.015
86,0.5,UWGS,Skew,8.36811
85,0.5,UWGS,Offset,67.8458
85,0.5,UWGS,Skew,19.1002
87,0.5,UWGS,Offset,197.489
87,0.5,UWGS,Skew,19.4491
89,0.5,UWGS,Offset,349.064
89,0.5,UWGS,Skew,0.192081
90,0.5,UWGS,Offset,773.938
90,0.5,UWGS,Skew,0.869943
88,0.5,UWGS,Offset,89.6721
88,0.5,UWGS,Skew,17.026
91,0.5,UWGS,Offset,1520.25
91,0.5,UWGS,Skew,44.6251
92,0.5,UWGS,Offset,514.355
92,0.5,UWGS,Skew,10.0657
93,0.5,UWGS,Offset,213.889
93,0.5,UWGS,Skew,32.0408
94,0.5,UWGS,Offset,593.153
94,0.5,UWGS,Skew,13.7812
95,0.5,UWGS,Offset,1228.06
95,0.5,UWGS,Skew,19.8716
96,0.5,UWGS,Offset,581.336
96,0.5,UWGS,Skew,4.41477
97,0.5,UWGS,Offset,942.894
97,0.5,UWGS,Skew,24.4794
98,0.5,UWGS,Offset,499.39
98,0.5,UWGS,Skew,5.44443
99,0.5,UWGS,Offset,469.164
99,0.5,UWGS,Skew,7.94733
100,0.5,UWGS,Offset,1180.84
100,0.5,UWGS,Skew,12.7023
101,0.5,UWGS,Offset,944.853
101,0.5,UWGS,Skew,14.092
103,0.5,UWGS,Offset,207.32
103,0.5,UWGS,Skew,4.87391
102,0.5,UWGS,Offset,681.389
102,0.5,UWGS,Skew,0.0638382
104,0.5,UWGS,Offset,984.518
104,0.5,UWGS,Skew,17.3614
105,0.5,UWGS,Offset,361.283
105,0.5,UWGS,Skew,7.88237
106,0.5,UWGS,Offset,158.669
106,0.5,UWGS,Skew,22.4634
108,0.5,UWGS,Offset,969.248
108,0.5,UWGS,Skew,31.0006
107,0.5,UWGS,Offset,891.268
107,0.5,UWGS,Skew,9.1549
109,0.5,UWGS,Offset,247.818
109,0.5,UWGS,Skew,9.60107
110,0.5,UWGS,Offset,320.423
110,0.5,UWGS,Skew,6.07721
111,0.5,UWGS,Offset,134.66
111,0.5,UWGS,Skew,18.8273
112,0.5,UWGS,Offset,7537.18
112,0.5,UWGS,Skew,99.5201
113,0.5,UWGS,Offset,759.821
113,0.5,UWGS,Skew,13.3447
114,0.5,UWGS,Offset,904.644
114,0.5,UWGS,Skew,23.3151
115,0.5,UWGS,Offset,224.13
115,0.5,UWGS,Skew,20.9172
116,0.5,UWGS,Offset,190.86
116,0.5,UWGS,Skew,13.3437
117,0.5,UWGS,Offset,208.168
117,0.5,UWGS,Skew,13.2938
118,0.5,UWGS,Offset,374.499
118,0.5,UWGS,Skew,4.99681
119,0.5,UWGS,Offset,241.705
119,0.5,UWGS,Skew,16.2504
120,0.5,UWGS,Offset,556.231
120,0.5,UWGS,Skew,6.13441
121,0.5,UWGS,Offset,467.797
121,0.5,UWGS,Skew,11.8042
122,0.5,UWGS,Offset,205.381
122,0.5,UWGS,Skew,4.71968
123,0.5,UWGS,Offset,1032.23
123,0.5,UWGS,Skew,13.1449
124,0.5,UWGS,Offset,406.59
124,0.5,UWGS,Skew,10.6483
125,0.5,UWGS,Offset,308.109
125,0.5,UWGS,Skew,19.7522
126,0.5,UWGS,Offset,160.929
126,0.5,UWGS,Skew,3.39935
127,0.5,UWGS,Offset,777.83
127,0.5,UWGS,Skew,63.0404
128,0.5,UWGS,Offset,238.399
128,0.5,UWGS,Skew,5.45699
129,0.5,UWGS,Offset,738.674
129,0.5,UWGS,Skew,19.5956
132,0.5,UWGS,Offset,180.572
132,0.5,UWGS,Skew,2.55846
130,0.5,UWGS,Offset,305.271
130,0.5,UWGS,Skew,11.5047
131,0.5,UWGS,Offset,101.104
131,0.5,UWGS,Skew,29.0997
133,0.5,UWGS,Offset,161.148
133,0.5,UWGS,Skew,22.5972
134,0.5,UWGS,Offset,527.474
134,0.5,UWGS,Skew,8.06234
135,0.5,UWGS,Offset,388.35
135,0.5,UWGS,Skew,4.6842
136,0.5,UWGS,Offset,699.38
136,0.5,UWGS,Skew,6.14176
138,0.5,UWGS,Offset,1854.18
138,0.5,UWGS,Skew,83.0959
139,0.5,UWGS,Offset,593.852
139,0.5,UWGS,Skew,6.46775
137,0.5,UWGS,Offset,1016.75
137,0.5,UWGS,Skew,16.1285
140,0.5,UWGS,Offset,134.112
140,0.5,UWGS,Skew,14.3503
142,0.5,UWGS,Offset,896.182
142,0.5,UWGS,Skew,10.3057
141,0.5,UWGS,Offset,184.021
141,0.5,UWGS,Skew,12.5505
143,0.5,UWGS,Offset,674.746
143,0.5,UWGS,Skew,2.28748
145,0.5,UWGS,Offset,998.98
145,0.5,UWGS,Skew,34.1585
144,0.5,UWGS,Offset,675.479
144,0.5,UWGS,Skew,10.5458
146,0.5,UWGS,Offset,373.951
146,0.5,UWGS,Skew,4.60522
147,0.5,UWGS,Offset,329.751
147,0.5,UWGS,Skew,1.89446
148,0.5,UWGS,Offset,190.71
148,0.5,UWGS,Skew,3.30784
149,0.5,UWGS,Offset,331.713
149,0.5,UWGS,Skew,6.00809
151,0.5,UWGS,Offset,267.253
151,0.5,UWGS,Skew,18.2251
150,0.5,UWGS,Offset,206.758
150,0.5,UWGS,Skew,18.3465
152,0.5,UWGS,Offset,670.012
152,0.5,UWGS,Skew,55.9147
153,0.5,UWGS,Offset,10912.3
153,0.5,UWGS,Skew,693.199
154,0.5,UWGS,Offset,291.051
154,0.5,UWGS,Skew,36.5419
155,0.5,UWGS,Offset,1456.62
155,0.5,UWGS,Skew,46.4594
156,0.5,UWGS,Offset,201.694
156,0.5,UWGS,Skew,24.3888
157,0.5,UWGS,Offset,765.898
157,0.5,UWGS,Skew,5.59364
158,0.5,UWGS,Offset,1217.3
158,0.5,UWGS,Skew,73.7164
160,0.5,UWGS,Offset,80.8221
160,0.5,UWGS,Skew,53.8221
159,0.5,UWGS,Offset,604.706
159,0.5,UWGS,Skew,4.1502
161,0.5,UWGS,Offset,778.758
161,0.5,UWGS,Skew,16.5401
162,0.5,UWGS,Offset,453.234
162,0.5,UWGS,Skew,10.1729
163,0.5,UWGS,Offset,3101.86
163,0.5,UWGS,Skew,137.558
164,0.5,UWGS,Offset,168.795
164,0.5,UWGS,Skew,2.33991
165,0.5,UWGS,Offset,2050.71
165,0.5,UWGS,Skew,93.2295
167,0.5,UWGS,Offset,888.231
167,0.5,UWGS,Skew,2.62206
166,0.5,UWGS,Offset,225.695
166,0.5,UWGS,Skew,8.48293
168,0.5,UWGS,Offset,60.1048
168,0.5,UWGS,Skew,7.9668
169,0.5,UWGS,Offset,349.436
169,0.5,UWGS,Skew,7.74046
170,0.5,UWGS,Offset,368.25
170,0.5,UWGS,Skew,9.24739
171,0.5,UWGS,Offset,510.126
171,0.5,UWGS,Skew,15.9799
172,0.5,UWGS,Offset,1268.61
172,0.5,UWGS,Skew,49.0803
173,0.5,UWGS,Offset,607.521
173,0.5,UWGS,Skew,9.60947
174,0.5,UWGS,Offset,1103.38
174,0.5,UWGS,Skew,25.0881
175,0.5,UWGS,Offset,889.633
175,0.5,UWGS,Skew,28.2052
176,0.5,UWGS,Offset,465.542
176,0.5,UWGS,Skew,8.95752
177,0.5,UWGS,Offset,3540.22
177,0.5,UWGS,Skew,12.7203
179,0.5,UWGS,Offset,5827.33
179,0.5,UWGS,Skew,259.272
180,0.5,UWGS,Offset,781.766
180,0.5,UWGS,Skew,20.0668
178,0.5,UWGS,Offset,50.5572
178,0.5,UWGS,Skew,21.3374
181,0.5,UWGS,Offset,56.0994
181,0.5,UWGS,Skew,22.4645
182,0.5,UWGS,Offset,415.321
182,0.5,UWGS,Skew,7.77698
184,0.5,UWGS,Offset,758.888
184,0.5,UWGS,Skew,1.30388
183,0.5,UWGS,Offset,328.109
183,0.5,UWGS,Skew,32.5578
185,0.5,UWGS,Offset,394.926
185,0.5,UWGS,Skew,17.9908
186,0.5,UWGS,Offset,453.14
186,0.5,UWGS,Skew,23.687
187,0.5,UWGS,Offset,2501.15
187,0.5,UWGS,Skew,75.9504
188,0.5,UWGS,Offset,10.8353
188,0.5,UWGS,Skew,22.1567
190,0.5,UWGS,Offset,733.309
190,0.5,UWGS,Skew,7.16155
192,0.5,UWGS,Offset,131.039
192,0.5,UWGS,Skew,19.4262
189,0.5,UWGS,Offset,416.936
189,0.5,UWGS,Skew,1.51307
191,0.5,UWGS,Offset,1178.52
191,0.5,UWGS,Skew,24.9325
193,0.5,UWGS,Offset,612.046
193,0.5,UWGS,Skew,0.269358
194,0.5,UWGS,Offset,67.962
194,0.5,UWGS,Skew,17.9553
195,0.5,UWGS,Offset,419.895
195,0.5,UWGS,Skew,2.22256
197,0.5,UWGS,Offset,795.115
197,0.5,UWGS,Skew,4.87796
199,0.5,UWGS,Offset,1041.81
199,0.5,UWGS,Skew,21.5635
196,0.5,UWGS,Offset,863.356
196,0.5,UWGS,Skew,17.1203
198,0.5,UWGS,Offset,654.688
198,0.5,UWGS,Skew,8.25047
200,0.5,UWGS,Offset,38.3232
200,0.5,UWGS,Skew,18.0883
201,0.5,UWGS,Offset,888.726
201,0.5,UWGS,Skew,15.7264
202,0.5,UWGS,Offset,512.518
202,0.5,UWGS,Skew,9.59684
204,0.5,UWGS,Offset,594.787
204,0.5,UWGS,Skew,1.92012
205,0.5,UWGS,Offset,104.053
205,0.5,UWGS,Skew,12.657
203,0.5,UWGS,Offset,682.409
203,0.5,UWGS,Skew,10.3414
206,0.5,UWGS,Offset,21901.2
206,0.5,UWGS,Skew,881.432
207,0.5,UWGS,Offset,515.951
207,0.5,UWGS,Skew,14.8316
208,0.5,UWGS,Offset,319.804
208,0.5,UWGS,Skew,7.68977
209,0.5,UWGS,Offset,183.917
209,0.5,UWGS,Skew,5.39083
210,0.5,UWGS,Offset,258.578
210,0.5,UWGS,Skew,4.58474
211,0.5,UWGS,Offset,133.35
211,0.5,UWGS,Skew,14.0483
212,0.5,UWGS,Offset,224.001
212,0.5,UWGS,Skew,8.60011
213,0.5,UWGS,Offset,203.792
213,0.5,UWGS,Skew,16.2701
214,0.5,UWGS,Offset,39.9445
214,0.5,UWGS,Skew,13.9369
217,0.5,UWGS,Offset,350.72
217,0.5,UWGS,Skew,38.1776
215,0.5,UWGS,Offset,810.339
215,0.5,UWGS,Skew,3.21175
216,0.5,UWGS,Offset,797.781
216,0.5,UWGS,Skew,68.0675
218,0.5,UWGS,Offset,649.306
218,0.5,UWGS,Skew,1.84174
219,0.5,UWGS,Offset,166.142
219,0.5,UWGS,Skew,24.4823
220,0.5,UWGS,Offset,454.896
220,0.5,UWGS,Skew,4.65678
221,0.5,UWGS,Offset,511.198
221,0.5,UWGS,Skew,3.52346
222,0.5,UWGS,Offset,1341.82
222,0.5,UWGS,Skew,78.4017
223,0.5,UWGS,Offset,571.383
223,0.5,UWGS,Skew,10.8208
224,0.5,UWGS,Offset,914.674
224,0.5,UWGS,Skew,11.6802
225,0.5,UWGS,Offset,2.4071
225,0.5,UWGS,Skew,13.5098
226,0.5,UWGS,Offset,196.778
226,0.5,UWGS,Skew,22.3339
228,0.5,UWGS,Offset,514.312
228,0.5,UWGS,Skew,3.80789
227,0.5,UWGS,Offset,224.636
227,0.5,UWGS,Skew,0.114263
229,0.5,UWGS,Offset,277.358
229,0.5,UWGS,Skew,4.65408
231,0.5,UWGS,Offset,488.087
231,0.5,UWGS,Skew,3.61028
230,0.5,UWGS,Offset,1269.82
230,0.5,UWGS,Skew,17.189
232,0.5,UWGS,Offset,681.74
232,0.5,UWGS,Skew,1.27343
233,0.5,UWGS,Offset,526.853
233,0.5,UWGS,Skew,2.75732
234,0.5,UWGS,Offset,822.709
234,0.5,UWGS,Skew,15.216
235,0.5,UWGS,Offset,1213.92
235,0.5,UWGS,Skew,22.9929
237,0.5,UWGS,Offset,473.817
237,0.5,UWGS,Skew,11.0827
236,0.5,UWGS,Offset,640.305
236,0.5,UWGS,Skew,0.388142
238,0.5,UWGS,Offset,531.832
238,0.5,UWGS,Skew,1.9541
239,0.5,UWGS,Offset,7.09273
239,0.5,UWGS,Skew,1.92718
240,0.5,UWGS,Offset,781.584
240,0.5,UWGS,Skew,10.3424
243,0.5,UWGS,Offset,675.377
243,0.5,UWGS,Skew,14.8948
241,0.5,UWGS,Offset,704.738
241,0.5,UWGS,Skew,23.9212
242,0.5,UWGS,Offset,49.4786
242,0.5,UWGS,Skew,13.9384
244,0.5,UWGS,Offset,879.4
244,0.5,UWGS,Skew,51.2194
245,0.5,UWGS,Offset,2226.99
245,0.5,UWGS,Skew,192.929
246,0.5,UWGS,Offset,528.443
246,0.5,UWGS,Skew,2.96665
247,0.5,UWGS,Offset,765.554
247,0.5,UWGS,Skew,8.25205
249,0.5,UWGS,Offset,393.499
249,0.5,UWGS,Skew,5.7598
248,0.5,UWGS,Offset,1571.26
248,0.5,UWGS,Skew,40.4021
250,0.5,UWGS,Offset,59.9439
250,0.5,UWGS,Skew,35.8683
252,0.5,UWGS,Offset,463.88
252,0.5,UWGS,Skew,0.922222
251,0.5,UWGS,Offset,316.529
251,0.5,UWGS,Skew,7.71275
254,0.5,UWGS,Offset,923.145
254,0.5,UWGS,Skew,38.6582
253,0.5,UWGS,Offset,12.7227
253,0.5,UWGS,Skew,33.0487
255,0.5,UWGS,Offset,316.475
255,0.5,UWGS,Skew,1.48691
256,0.5,UWGS,Offset,417.774
256,0.5,UWGS,Skew,7.92392
257,0.5,UWGS,Offset,641.91
257,0.5,UWGS,Skew,27.0442
258,0.5,UWGS,Offset,970.035
258,0.5,UWGS,Skew,13.5136
259,0.5,UWGS,Offset,671.875
259,0.5,UWGS,Skew,8.12848
261,0.5,UWGS,Offset,302.365
261,0.5,UWGS,Skew,23.0341
260,0.5,UWGS,Offset,294.634
260,0.5,UWGS,Skew,6.49101
263,0.5,UWGS,Offset,746.123
263,0.5,UWGS,Skew,8.11279
262,0.5,UWGS,Offset,898.228
262,0.5,UWGS,Skew,17.1268
266,0.5,UWGS,Offset,1036.91
266,0.5,UWGS,Skew,19.6062
264,0.5,UWGS,Offset,125.326
264,0.5,UWGS,Skew,15.687
267,0.5,UWGS,Offset,430.35
267,0.5,UWGS,Skew,0.454474
265,0.5,UWGS,Offset,167.564
265,0.5,UWGS,Skew,12.3904
268,0.5,UWGS,Offset,498.084
268,0.5,UWGS,Skew,2.92534
269,0.5,UWGS,Offset,1568.87
269,0.5,UWGS,Skew,42.7923
270,0.5,UWGS,Offset,522.216
270,0.5,UWGS,Skew,6.09565
271,0.5,UWGS,Offset,785.44
271,0.5,UWGS,Skew,25.013
272,0.5,UWGS,Offset,404.525
272,0.5,UWGS,Skew,8.65627
273,0.5,UWGS,Offset,756.664
273,0.5,UWGS,Skew,2.75559
274,0.5,UWGS,Offset,1159.34
274,0.5,UWGS,Skew,18.8309
275,0.5,UWGS,Offset,551.865
275,0.5,UWGS,Skew,4.83516
276,0.5,UWGS,Offset,576.463
276,0.5,UWGS,Skew,1.71542
277,0.5,UWGS,Offset,322.602
277,0.5,UWGS,Skew,10.0721
278,0.5,UWGS,Offset,223.357
278,0.5,UWGS,Skew,32.1368
279,0.5,UWGS,Offset,693.638
279,0.5,UWGS,Skew,8.89025
282,0.5,UWGS,Offset,241.251
282,0.5,UWGS,Skew,26.8726
280,0.5,UWGS,Offset,712.052
280,0.5,UWGS,Skew,12.1665
281,0.5,UWGS,Offset,1145.9
281,0.5,UWGS,Skew,32.7276
284,0.5,UWGS,Offset,672.647
284,0.5,UWGS,Skew,3.99888
283,0.5,UWGS,Offset,524.203
283,0.5,UWGS,Skew,6.55865
285,0.5,UWGS,Offset,1307.52
285,0.5,UWGS,Skew,11.2691
287,0.5,UWGS,Offset,814.525
287,0.5,UWGS,Skew,11.1706
286,0.5,UWGS,Offset,553.904
286,0.5,UWGS,Skew,1.96341
288,0.5,UWGS,Offset,55.9141
288,0.5,UWGS,Skew,26.8798
289,0.5,UWGS,Offset,47.759
289,0.5,UWGS,Skew,25.033
291,0.5,UWGS,Offset,830.961
291,0.5,UWGS,Skew,30.4156
290,0.5,UWGS,Offset,120.526
290,0.5,UWGS,Skew,4.93508
294,0.5,UWGS,Offset,350.917
294,0.5,UWGS,Skew,4.03476
292,0.5,UWGS,Offset,219.786
292,0.5,UWGS,Skew,14.2565
293,0.5,UWGS,Offset,67133.8
293,0.5,UWGS,Skew,5403.1
295,0.5,UWGS,Offset,5147.43
295,0.5,UWGS,Skew,242.952
296,0.5,UWGS,Offset,463.483
296,0.5,UWGS,Skew,38.858
297,0.5,UWGS,Offset,756.005
297,0.5,UWGS,Skew,6.98733
300,0.5,UWGS,Offset,161.591
300,0.5,UWGS,Skew,13.3286
298,0.5,UWGS,Offset,73.3701
298,0.5,UWGS,Skew,9.4083
301,0.5,UWGS,Offset,345.412
301,0.5,UWGS,Skew,41.1994
299,0.5,UWGS,Offset,257.032
299,0.5,UWGS,Skew,35.8503
302,0.5,UWGS,Offset,344.008
302,0.5,UWGS,Skew,5.10665
303,0.5,UWGS,Offset,19.9336
303,0.5,UWGS,Skew,19.1697
304,0.5,UWGS,Offset,677.435
304,0.5,UWGS,Skew,4.15525
305,0.5,UWGS,Offset,781.905
305,0.5,UWGS,Skew,11.3038
306,0.5,UWGS,Offset,208.887
306,0.5,UWGS,Skew,9.25185
307,0.5,UWGS,Offset,42.1909
307,0.5,UWGS,Skew,17.0315
308,0.5,UWGS,Offset,620.61
308,0.5,UWGS,Skew,2.26569
310,0.5,UWGS,Offset,755.672
310,0.5,UWGS,Skew,6.60317
311,0.5,UWGS,Offset,339.243
311,0.5,UWGS,Skew,9.62826
309,0.5,UWGS,Offset,363.113
309,0.5,UWGS,Skew,5.54593
312,0.5,UWGS,Offset,912.316
312,0.5,UWGS,Skew,48.3369
313,0.5,UWGS,Offset,492.751
313,0.5,UWGS,Skew,1.33015
314,0.5,UWGS,Offset,445.36
314,0.5,UWGS,Skew,0.237471
316,0.5,UWGS,Offset,676.275
316,0.5,UWGS,Skew,66.8722
315,0.5,UWGS,Offset,35.4724
315,0.5,UWGS,Skew,24.3466
317,0.5,UWGS,Offset,333.781
317,0.5,UWGS,Skew,25.7691
319,0.5,UWGS,Offset,761.367
319,0.5,UWGS,Skew,29.2132
318,0.5,UWGS,Offset,537.884
318,0.5,UWGS,Skew,2.11445
320,0.5,UWGS,Offset,205.937
320,0.5,UWGS,Skew,32.3483
321,0.5,UWGS,Offset,501.883
321,0.5,UWGS,Skew,18.6617
322,0.5,UWGS,Offset,1126.7
322,0.5,UWGS,Skew,34.3235
323,0.5,UWGS,Offset,338.763
323,0.5,UWGS,Skew,3.05043
325,0.5,UWGS,Offset,531.884
325,0.5,UWGS,Skew,8.91321
324,0.5,UWGS,Offset,826.316
324,0.5,UWGS,Skew,21.153
326,0.5,UWGS,Offset,946.44
326,0.5,UWGS,Skew,20.7458
327,0.5,UWGS,Offset,422.579
327,0.5,UWGS,Skew,10.8874
328,0.5,UWGS,Offset,123.288
328,0.5,UWGS,Skew,7.57219
329,0.5,UWGS,Offset,722.032
329,0.5,UWGS,Skew,4.09903
331,0.5,UWGS,Offset,563.005
331,0.5,UWGS,Skew,5.89066
330,0.5,UWGS,Offset,247.206
330,0.5,UWGS,Skew,11.3399
332,0.5,UWGS,Offset,379.122
332,0.5,UWGS,Skew,1.20136
334,0.5,UWGS,Offset,282.987
334,0.5,UWGS,Skew,12.9948
333,0.5,UWGS,Offset,517.402
333,0.5,UWGS,Skew,4.45926
335,0.5,UWGS,Offset,942.78
335,0.5,UWGS,Skew,28.4239
336,0.5,UWGS,Offset,661.611
336,0.5,UWGS,Skew,1.53103
337,0.5,UWGS,Offset,698.848
337,0.5,UWGS,Skew,13.1981
339,0.5,UWGS,Offset,1373.78
